well_id,n_typewell_rows,n_horizontal_rows,n_known_rows,n_prediction_rows,prediction_fraction,prediction_md_start,prediction_md_end,prediction_md_horizon,known_tvt_min,known_tvt_max,known_tvt_range,last_known_tvt,prediction_tvt_min,prediction_tvt_max,prediction_tvt_range,prediction_tvt_std,prediction_tvt_change,prediction_gr_mean,prediction_gr_std,prediction_gr_range,prediction_gr_missing_fraction,typewell_tvt_min,typewell_tvt_max,typewell_tvt_range,typewell_gr_mean,typewell_gr_std,gr_mean_difference,formation_marker_count,formation_marker_coverage,Bias_Formation_Marker_Baseline,Bias_Last_Known_TVT,Bias_Linear_Extrapolation_10,Bias_Linear_Extrapolation_100,Bias_Linear_Extrapolation_50,Bias_Z_to_TVT_Linear_Model,MAE_Formation_Marker_Baseline,MAE_Last_Known_TVT,MAE_Linear_Extrapolation_10,MAE_Linear_Extrapolation_100,MAE_Linear_Extrapolation_50,MAE_Z_to_TVT_Linear_Model,RMSE_Formation_Marker_Baseline,RMSE_Last_Known_TVT,RMSE_Linear_Extrapolation_10,RMSE_Linear_Extrapolation_100,RMSE_Linear_Extrapolation_50,RMSE_Z_to_TVT_Linear_Model,best_baseline_rmse,best_baseline_model,difficulty_group
4c2208f5_,2171,7248,1864,5384,0.7428256070640177,13937.0,19320.0,5383.0,11914.89,12678.2,763.3100000000013,12672.98,12673.0,12722.77,49.77000000000044,12.04980899580664,32.02000000000044,65.02686383421151,13.611439816950245,65.70376254311064,0.037704309063893014,11902.45,12987.45,1085.0,90.89391524643021,28.5451269854891,25.8670514122187,26920,0.8333333333333334,1307.9924161678327,-35.38692421991142,28.580348508230575,37.13737686016127,30.813020557928862,-77.11547236975254,1307.9924161678327,35.38692421991142,33.835126998704816,40.418357623029806,35.509137761202005,77.11547236975254,1366.5999844807764,37.38188510729996,44.54355203249048,53.75867295852812,46.92183576724304,80.1854686513702,37.38188510729996,RMSE_Last_Known_TVT,Difficult
94d813a4_,1927,6591,1744,4847,0.7353967531482324,13846.0,18692.0,4846.0,11922.76,12740.53,817.7700000000004,12740.53,12679.14,12740.58,61.44000000000051,21.991240258385098,-54.8700000000008,96.56072712316357,14.300565970741369,86.34337877692298,0.28636269857643903,11910.45,12873.45,963.0,93.43522055007784,25.596741404933184,3.1255065730857297,29082,1.0,755.3547649761921,29.421883639365053,33.09461091222147,109.52079273028896,66.37609828521491,-104.32494652515388,755.3547649761921,29.422857437590746,33.09461841451904,109.52079273028896,66.37609828521491,104.32494652515388,833.9933455737412,36.730942118502206,40.88604640325763,128.62390404935968,78.95468837468027,114.53128173525634,36.730942118502206,RMSE_Last_Known_TVT,Difficult
57f05c51_,2380,6478,1707,4771,0.7364927446742822,13462.0,18232.0,4770.0,11799.51,12687.240000000002,887.7300000000014,12664.45,12664.14,12727.97,63.82999999999993,18.136707954649054,12.68999999999869,55.15058359125938,19.138516693028524,187.76815408474152,0.05805910710542863,11787.38,12976.83,1189.4500000000007,104.0750924369748,31.83823047582451,48.92450884571542,28626,1.0,-679.6791384043182,-31.47371620205348,-98.13711014154346,-190.20721623205884,-151.44626458142662,54.48598133588121,679.6791384043182,31.47847411444084,98.13711014154346,190.20721623205884,151.44626458142662,54.50445173595378,763.6302343836857,36.3244551404309,111.42112295305067,217.3075436861287,172.66690077186354,61.63768474562716,36.3244551404309,RMSE_Last_Known_TVT,Difficult
91db7070_,3039,5646,1573,4073,0.7213956783563585,13147.0,17219.0,4072.0,11409.990000000002,12029.18,619.1899999999987,12029.18,12029.21,12091.570000000002,62.3600000000024,21.83050858546994,57.02000000000044,93.8140620302201,14.947622829527493,250.21375015680027,0.3336606923643506,11397.45,12156.95,759.5,77.9757946692991,30.621636215183226,15.838267360920995,24438,1.0,299.39393165716604,-34.478922170390234,30.581623284725836,34.38781248309411,32.653555140541236,66.624334457027,301.6837291030084,34.478922170390234,30.581623284725836,34.38781248309411,32.653555140541236,66.624334457027,371.80970121436263,40.80747690976154,35.467894348160215,39.794409270606884,37.82111902665153,74.88147986302566,35.467894348160215,RMSE_Linear_Extrapolation_10,Difficult
91b301ce_,1519,8512,1942,6570,0.7718515037593985,12111.0,18680.0,6569.0,10398.56,11050.06,651.5,11011.78,10920.76,11042.6,121.84000000000015,33.27553874649504,-91.02000000000044,73.37391664879398,13.814150070412072,190.31213887155252,0.14657534246575343,10386.37,11145.28,758.9099999999999,73.48073732718895,25.993654748861807,0.10682067839496767,39420,1.0,-687.2452061363174,11.834767123288175,114.58131257915484,114.19075899249877,115.97998969229562,-157.90201169876227,687.2452061363174,23.475540334855314,115.84467480408782,115.47090204554263,117.1843886727104,157.90201169876227,715.6645406287072,35.315076932980844,145.7078881970456,145.26366222414057,147.29911600235585,167.52761817143553,35.315076932980844,RMSE_Last_Known_TVT,Difficult
43e16325_,2417,5845,2125,3720,0.6364414029084687,12395.0,16114.0,3719.0,9949.65,10952.65,1003.0,10952.1,10951.75,11036.23,84.47999999999956,26.25095903732139,84.1299999999992,78.7825955959451,13.242827472733554,89.8602723782652,0.16048387096774194,9937.5,11145.28,1207.7800000000007,86.15443938767066,27.569490583559777,7.371843791725567,22320,1.0,-310.3847156244336,-37.50433602150516,-51.599032990296685,-48.604035481426415,-54.252856309633835,33.498031956713106,310.3847156244336,37.52084139784927,51.59904846765089,48.60440149180166,54.252859528469756,33.498031956713106,319.5373304343513,45.776662453735184,61.989364903115096,58.54146124170063,65.04540569771714,34.95310988249747,34.95310988249747,RMSE_Z_to_TVT_Linear_Model,Difficult
4f3eb9e9_,820,5911,1214,4697,0.7946201996278126,12573.0,17269.0,4696.0,11140.42,11357.320000000002,216.90000000000146,11349.63,11342.8,11404.12,61.32000000000153,23.792809121850834,43.8600000000024,93.9087440925101,12.4484203333158,100.01394184544938,0.049819033425590804,11128.21,11537.41,409.2000000000007,69.09779268292684,30.766289293713406,24.810951409583268,28182,1.0,341.0675662499261,-22.983434106877674,-142.42652501641615,-130.97301808527433,-139.3065908896092,-102.58985345697553,341.0675662499261,25.06252288694947,142.42652501641615,130.97311546202073,139.30659293224016,102.58985345697553,379.72606829823104,33.07892812639342,169.38290588622002,156.19013701341842,165.78869328791083,113.94911950588987,33.07892812639342,RMSE_Last_Known_TVT,Difficult
d7eb0be8_,2094,7208,1807,5401,0.7493063263041065,13860.0,19260.0,5400.0,11953.16,12730.83,777.6700000000001,12730.83,12727.41,12783.73,56.31999999999971,17.68223404073408,-3.4200000000000728,88.88449622480039,16.356895512542245,80.59977776149086,0.04813923347528235,11940.95,12987.45,1046.5,90.99421203438396,28.813960006920087,2.1097158095835766,27005,0.8333333333333334,888.980326166123,-27.657728198481976,22.924635437878745,32.75941971628471,16.014815378877095,-74.51975787944237,888.980326166123,27.794662099611376,31.9543916109796,37.63910404428975,28.666451264230425,74.51975787944237,940.726882999847,32.82610912419109,44.940651083903475,54.72674696222625,38.58293766321593,77.75784460637219,32.82610912419109,RMSE_Last_Known_TVT,Difficult
d924e971_,4518,5308,2124,3184,0.5998492840994725,13108.0,16291.0,3183.0,11040.19,12029.45,989.2600000000002,12029.45,12029.51,12098.320000000002,68.81000000000131,20.189955967223685,68.8700000000008,88.83308355184401,20.09838688788161,173.69520467538914,0.06469849246231156,11027.7,12156.95,1129.25,86.67088313413015,28.45860803912462,2.162200417713862,19104,1.0,-1237.55635461313,-25.814437814069763,71.27980461081418,89.72365894557115,82.67209159770196,-111.32590018657554,1237.55635461313,25.814437814069763,71.27980461081418,89.72365894557115,82.67209159770196,111.32590018657554,1338.2934592737606,32.7702837302337,80.36438012687182,101.59781635884404,93.47638721846657,123.97446623304313,32.7702837302337,RMSE_Last_Known_TVT,Difficult
9a95e33f_,2102,8156,1709,6447,0.7904610102991663,12293.0,18739.0,6446.0,10613.2,11506.64,893.4399999999987,11500.37,11447.62,11500.42,52.79999999999927,11.670867723867445,-10.110000000000582,82.80579879546264,20.537892204700917,141.2395236547113,0.1532495734450132,10600.95,11651.45,1050.5,85.06854900095146,27.55598576165877,2.262750205488828,38682,1.0,1195.4995440130492,30.10668838219392,44.370445958958406,39.426398913240774,50.35480170743487,-83.47407740184127,1195.4995440130492,30.10728711028449,44.370445958958406,39.426401723721916,50.35480170743487,83.47407740184127,1452.319392651829,32.28932813245856,47.56123525433478,42.165765262102276,54.17794388055733,98.56165511703206,32.28932813245856,RMSE_Last_Known_TVT,Difficult
