well_id,n_typewell_rows,n_horizontal_rows,n_known_rows,n_prediction_rows,prediction_fraction,prediction_md_start,prediction_md_end,prediction_md_horizon,known_tvt_min,known_tvt_max,known_tvt_range,last_known_tvt,prediction_tvt_min,prediction_tvt_max,prediction_tvt_range,prediction_tvt_std,prediction_tvt_change,prediction_gr_mean,prediction_gr_std,prediction_gr_range,prediction_gr_missing_fraction,typewell_tvt_min,typewell_tvt_max,typewell_tvt_range,typewell_gr_mean,typewell_gr_std,gr_mean_difference,formation_marker_count,formation_marker_coverage,Bias_Formation_Marker_Baseline,Bias_Last_Known_TVT,Bias_Linear_Extrapolation_10,Bias_Linear_Extrapolation_100,Bias_Linear_Extrapolation_50,Bias_Z_to_TVT_Linear_Model,MAE_Formation_Marker_Baseline,MAE_Last_Known_TVT,MAE_Linear_Extrapolation_10,MAE_Linear_Extrapolation_100,MAE_Linear_Extrapolation_50,MAE_Z_to_TVT_Linear_Model,RMSE_Formation_Marker_Baseline,RMSE_Last_Known_TVT,RMSE_Linear_Extrapolation_10,RMSE_Linear_Extrapolation_100,RMSE_Linear_Extrapolation_50,RMSE_Z_to_TVT_Linear_Model,best_baseline_rmse,best_baseline_model,difficulty_group
044af7d1_,1503,6067,1548,4519,0.7448491841107632,12988.0,17506.0,4518.0,11313.18,11850.28,537.1000000000004,11850.28,11846.820000000002,11870.04,23.219999999999345,5.908734627763532,6.869999999998981,112.1377512715124,16.50367510704914,101.5910640769806,0.6589953529541934,11300.9,12051.84,750.9400000000005,89.56046573519627,32.48636375685138,22.577285536316126,27114,1.0,499.4832005061656,-7.904093826067218,124.4086334464421,83.64712969629286,77.31499861081295,71.42821573378099,499.4832005061656,8.178508519583561,124.40863738939005,83.69283649998934,77.38304976513649,71.42821573378099,559.1692117742147,9.868136513863366,145.04391163934963,98.03834025756875,90.74172254530136,79.47800671801619,9.868136513863366,RMSE_Last_Known_TVT,Moderate
0498acab_,1914,6432,1634,4798,0.7459577114427861,12544.0,17341.0,4797.0,10650.9,11400.71,749.8099999999995,11400.71,11393.85,11416.25,22.399999999999636,5.2545596954798945,-6.599999999998545,83.96483884352847,9.945847990229593,74.58603754809006,0.47457273864110044,10638.42,11594.55,956.1299999999992,85.15380877742948,32.539295579149396,1.1889699339010065,28788,1.0,1157.951295408129,-2.889470612756329,125.37471120703269,122.91977721203762,131.44796276056348,81.1664557566405,1157.951295408129,4.847002917882889,125.37471120703269,122.91977732634666,131.44796276056348,81.1664557566405,1312.679849689551,5.996139045372776,146.7155455704257,143.8832436785031,153.72272471872188,90.8761985023943,5.996139045372776,RMSE_Last_Known_TVT,Easy
052d64df_,2170,4590,2145,2445,0.5326797385620915,12540.0,14984.0,2444.0,10522.89,11445.25,922.3600000000006,11440.240000000002,11431.5,11456.35,24.850000000000364,7.379621844988665,9.609999999998763,85.33445146448541,12.144131701993425,89.38514667073079,0.2752556237218814,10510.42,11594.55,1084.1299999999992,88.2105069124424,31.942426830650195,2.876055447956986,14670,1.0,631.6117163404471,-0.5179672801621039,-3.4828157641214665,-2.938575260956257,-4.070980485368055,-70.52445532916187,631.6117163404471,5.660822085889979,6.158202019961785,6.02167768389001,6.324605243301316,70.52445532916187,685.7412303372417,7.3962717049147795,9.150918444832854,8.755195553546718,9.606504124774194,75.22440438747803,7.3962717049147795,RMSE_Last_Known_TVT,Moderate
05948241_,1900,5428,1549,3879,0.7146278555637435,11771.0,15649.0,3878.0,10026.56,10838.61,812.0500000000011,10837.56,10826.41,10841.42,15.010000000000218,3.8756711052849275,3.860000000000582,81.31386692571425,16.359423306013735,82.81670993370858,0.5986078886310905,10014.47,10963.71,949.2399999999998,90.09732631578946,34.9810096680672,8.783459390075208,23274,1.0,1179.8610507086414,3.152897654033911,-62.33679931633833,-11.56362919865435,-41.340874254777475,-97.84812543101452,1179.8610507086414,4.229989688063631,62.33684937610063,12.11036857031725,41.4146386565006,97.84812543101452,1333.1331385122821,4.995769989509691,73.59110108095835,15.497850927949015,49.41636082022918,109.5879702287508,4.995769989509691,RMSE_Last_Known_TVT,Easy
059c8f24_,1634,7998,1740,6258,0.7824456114028507,11571.0,17828.0,6257.0,9556.52,10306.23,749.7099999999991,10300.070000000002,10294.81,10326.13,31.31999999999971,7.503875980709116,26.05999999999767,80.11283131412748,11.816064580827778,79.75095487871482,0.43528283796740175,9544.45,10362.45,818.0,85.45225214198285,24.289553868595565,5.339420827855378,37548,1.0,1339.6716153117545,-7.923155960369353,101.13517737425607,91.35138199342697,97.88925892555592,170.58489172714317,1339.6716153117545,9.025370725470564,101.13521950215052,91.3516454291665,97.88937066421113,170.58489172714317,1458.674704280006,10.912174729109239,116.83431752226268,105.55290199136986,113.0911987601275,184.18537061645947,10.912174729109239,RMSE_Last_Known_TVT,Moderate
05a0ee4d_,1843,6098,1750,4348,0.7130206625122991,12720.0,17067.0,4347.0,11142.98,11927.5,784.5200000000004,11927.5,11887.87,11929.08,41.20999999999913,13.403054804817423,-31.700000000000728,101.06595437880011,16.27292672764236,118.44033388813942,0.35970561177552896,11130.9,12051.84,920.9400000000005,95.28601736299512,32.12367171673098,5.77993701580499,26088,1.0,850.6100954250745,12.527079116835182,80.5296245714279,56.94938049699592,66.06415666775658,-123.41567675835907,850.6100954250745,12.701789328426742,80.5296245714279,56.95213845393237,66.06510048241218,123.41567675835907,934.0610820963717,18.344706956532814,95.24497103773994,68.16288840582988,78.619443834496,132.89692960555982,18.344706956532814,RMSE_Last_Known_TVT,Difficult
060ab2b8_,1082,7818,1560,6258,0.8004604758250192,11948.0,18205.0,6257.0,10009.16,10950.59,941.4300000000003,10950.59,10943.63,10970.71,27.079999999999927,6.047134789662014,15.170000000000073,83.54674841132764,12.29531229889994,92.27291279500392,0.5749440715883669,9997.22,11077.56,1080.3400000000001,91.88214417744916,28.788970650336356,8.335395766121522,37548,1.0,814.5845688681725,-6.731267178012116,34.805732821401016,44.964166815415204,28.64823750383765,-107.89807492701945,814.5845688681725,7.921228827101297,35.026227025196036,45.069875200731,29.009732974509692,107.89807492701945,913.7501538197963,9.048312196834127,41.5233233662926,53.15988601753286,34.50051288533995,120.34503948375055,9.048312196834127,RMSE_Last_Known_TVT,Moderate
06df5958_,1234,5039,1530,3509,0.6963683270490176,12302.0,15810.0,3508.0,10768.09,11338.8,570.7099999999991,11338.8,11332.240000000002,11343.09,10.849999999998545,2.9521241574905153,3.5200000000022555,77.2319163805603,12.41066373724616,66.63195731980089,0.18922770019948704,10755.95,11372.45,616.5,87.96239870340357,23.09848260956608,10.730482322843258,21054,1.0,669.4092990177236,0.9089512681666895,0.9089512685481999,49.5920088739078,5.415066514208143,73.2160408448981,669.4092990177236,2.412080364776067,2.4120803648216764,49.5920088739078,5.503533843326765,73.2160408448981,751.7311427348061,3.0884860085517194,3.0884860086439154,56.936915313156405,6.582909607277416,81.25767196079323,3.0884860085517194,RMSE_Last_Known_TVT,Easy
071d7b45_,1088,4720,1509,3211,0.6802966101694915,11892.0,15102.0,3210.0,10128.63,10530.11,401.4800000000014,10530.11,10530.15,10553.96,23.80999999999949,5.015618474886426,13.159999999999854,80.81025764031132,11.619536749456062,76.08081151301026,0.15384615384615385,10125.070000000002,10668.02,542.9499999999989,64.90039522058824,22.147474493282377,15.909862419723083,19266,1.0,516.1592102549579,-16.364649641855674,44.2740170256629,53.776641447242845,42.2456744878253,-106.24272074725837,516.1592102549579,16.364649641855674,45.07894372642886,53.9634889402641,43.20493240338398,106.24272074725837,577.5587787669194,17.11579247751261,57.434094011518106,68.251466774682,55.13302353484204,117.22642782807867,17.11579247751261,RMSE_Last_Known_TVT,Difficult
0849b4e2_,2288,7436,1899,5537,0.7446207638515331,12981.0,18517.0,5536.0,11050.65,11948.09,897.4400000000005,11944.08,11908.15,11951.15,43.0,11.874524096022432,-33.030000000000655,65.52342492537547,12.463946284300514,130.99542777616435,0.2499548491963157,11038.45,12181.95,1143.5,82.42093094405595,22.757766043954398,16.897506018680488,33222,1.0,866.3819033076278,8.440014448256925,-12.03380373411851,-21.9425535085703,-16.158544975366883,91.33941691089477,866.3819033076278,9.379115044247689,12.035185556678194,21.9425535085703,16.15854618516993,91.33941691089477,992.9183332919627,14.567522114617379,13.443168189299495,23.80850076702503,17.59673969237672,101.13886796171145,13.443168189299495,RMSE_Linear_Extrapolation_10,Moderate
084d66f9_,2060,5632,1747,3885,0.6898082386363636,11972.0,15856.0,3884.0,10128.06,11007.1,879.0400000000009,11007.070000000002,10983.47,11028.1,44.63000000000102,9.306867896825532,-23.600000000002183,71.03361393559356,14.90542296029186,106.63181198348965,0.6463320463320463,10115.96,11145.28,1029.3200000000015,80.67446116504856,25.48520091567712,9.640847229454991,23310,1.0,-669.1497602759483,-5.267410553409179,8.39246823479873,-7.360114243791599,-2.1222230383844796,76.65237134145968,669.1497602759483,8.28724066923996,8.92747145611107,9.45095307466607,7.11748579066585,76.65237134145968,709.2268407510726,10.693040191903986,14.87554863036152,11.912431307219583,9.740414730198934,84.76134418570258,9.740414730198934,RMSE_Linear_Extrapolation_50,Moderate
08fecf00_,4437,7405,1831,5574,0.7527346387575962,12985.0,18558.0,5573.0,11229.55,12149.94,920.3900000000012,12148.1,12139.070000000002,12155.05,15.979999999997744,4.366691403861274,-7.440000000000509,62.920241640998775,8.388410879666617,58.28197087999938,0.28238249013275923,11217.12,12325.65,1108.5299999999988,83.12580347081361,25.089404187692033,20.205561829814833,33444,1.0,-54.26315025369988,1.8950430570508021,-25.979956941769768,-27.414770924358006,-26.55418863583997,90.29587511268525,75.98505217512408,3.7481575170434698,25.979956941769775,27.414770924358006,26.55418863583997,90.29587511268525,94.02001801199006,4.759806836739511,31.55223154016789,33.191686387910316,32.20815134232622,98.8850851094371,4.759806836739511,RMSE_Last_Known_TVT,Easy
09053135_,1856,7715,1808,5907,0.765651328580687,12790.0,18696.0,5906.0,10676.97,11462.56,785.5900000000001,11461.63,11460.990000000002,11486.67,25.679999999998472,5.068392802443179,11.06000000000131,76.28690689308044,16.69758321540509,103.25256531065656,0.4218723548332487,10664.45,11591.95,927.5,83.95696659482759,30.459618979357188,7.6700597017471495,35442,1.0,1261.0313099560778,-12.254980531573667,-46.091707804106846,-41.94866297982867,-50.90734355672577,99.83010369143179,1261.0313099560778,12.283340104961095,46.09171777686644,41.948750631011244,50.90734744752536,99.83010369143179,1433.643590765715,13.261553626472297,50.150446864228975,45.43825271933696,55.64298232465908,111.48620003285218,13.261553626472297,RMSE_Last_Known_TVT,Moderate
09441b8d_,2055,7395,1907,5488,0.7421230561189993,12294.0,17781.0,5487.0,10351.68,11219.51,867.8299999999999,11212.2,11178.02,11212.75,34.72999999999956,9.694398673562372,-6.8700000000008,85.7718913230267,16.59844195815369,93.7136511307613,0.11716472303206997,10339.45,11366.45,1027.0,85.83227250608273,28.65695937273276,0.06038118305603746,32928,1.0,759.1149291034282,12.652649416910203,30.616649417761412,27.95844512651931,34.604695755369754,-110.57909726446728,759.2494896025106,12.67259110787227,30.61664955028195,27.95844743939637,34.604695755369754,110.57909726446728,885.3225195795219,15.9390645279074,33.839238610801715,30.967730591910424,38.205025680450795,122.90618881227034,15.9390645279074,RMSE_Last_Known_TVT,Difficult
0955cd6c_,3602,7125,1930,5195,0.7291228070175438,13374.0,18568.0,5194.0,11438.21,12185.47,747.2600000000002,12184.63,12169.98,12190.06,20.079999999999927,5.679301574839499,-10.839999999998327,90.19144404899022,12.69330207258094,73.61165858064727,0.6454282964388836,11425.84,12325.65,899.8099999999995,81.10171016102166,27.09670427624186,9.089733887968563,31170,1.0,368.7964838311275,5.667599615013482,7.084690522607276,-1.0382491698498044,7.636216181591215,75.65498374130807,368.7964838311275,6.652188642925418,7.8325853867859205,3.584236836692072,8.299045492911574,75.65498374130807,432.56371293729046,8.023088122545198,9.437648088225728,4.484561701013687,10.00647607959674,84.19860096937744,4.484561701013687,RMSE_Linear_Extrapolation_100,Easy
09ec2ca9_,1784,7824,1939,5885,0.7521728016359919,12409.0,18293.0,5884.0,10243.31,11056.25,812.9400000000005,11053.11,11039.46,11059.02,19.56000000000131,5.578646970366207,-10.480000000001382,111.79118364182503,11.672028769251524,77.27015198110958,0.5604078164825829,10230.95,11122.45,891.5,126.59091928251122,50.14957800336991,14.799735640686194,35310,1.0,1146.8668223523357,2.548613423959661,79.06661342447698,49.538248527498794,77.06551474457167,-96.40209196819339,1146.8668223523357,4.493126593033173,79.08578555701578,49.679316650317666,77.0907924819161,96.40209196819339,1317.2164680836238,6.13281698431714,92.7478053940489,58.712956278742205,90.43987754398879,109.35228036021259,6.13281698431714,RMSE_Last_Known_TVT,Easy
0a57a29c_,1395,7194,1373,5821,0.8091465109813734,12085.0,17905.0,5820.0,10681.71,11200.06,518.3500000000004,11195.4,11187.76,11210.09,22.329999999999927,4.06270830878985,14.69000000000051,83.96318880226555,13.438121771069312,92.30646149372336,0.5299776670675141,10669.45,11366.45,697.0,72.22206451612904,23.88872288851041,11.741124286136511,34926,1.0,590.5593358737707,-5.642482391342186,-22.40278542319522,-51.805370180136315,-47.69647278750407,-116.75346634892715,590.5593358737707,6.273264043979104,22.50120014936829,51.805370180136315,47.69647278750407,116.75346634892715,684.5621997487267,6.952723985070934,25.85593122522747,59.716955118453676,54.97843254379548,132.77183839539308,6.952723985070934,RMSE_Last_Known_TVT,Moderate
0bbf5e67_,1609,6031,1733,4298,0.7126513016083568,11953.0,16250.0,4297.0,10180.13,10972.06,791.9300000000003,10947.13,10915.93,10947.06,31.1299999999992,6.436060861524754,-20.899999999999636,80.92175531324544,10.862653859493978,106.94354826407346,0.5274546300604932,10167.95,10971.95,804.0,88.26904288377875,22.47005560095979,7.347287570533311,25788,1.0,1256.0844750913716,17.213520241972052,-130.12493430260068,-130.54825617567283,-130.36139572443827,78.45880939644975,1256.0844750913716,17.213520241972052,130.12494860100588,130.54826846497994,130.36140886324426,78.45880939644975,1399.8289014187033,18.377119492009776,153.36232106284686,153.8505719406407,153.6350504633082,86.27400491713877,18.377119492009776,RMSE_Last_Known_TVT,Difficult
0be01c24_,2003,6385,1647,4738,0.742051683633516,12441.0,17178.0,4737.0,10548.98,11311.85,762.8700000000008,11306.28,11301.68,11322.65,20.969999999999345,4.798412396794258,6.579999999999927,75.665604571568,8.113204466909979,49.37573538531689,0.03503588011819333,10536.92,11537.41,1000.4899999999998,93.4584323514728,33.809939466554205,17.792827779904798,28428,1.0,-912.2318773134016,-6.740084423807008,25.140461031076757,-5.143640019372328,19.5024836434154,102.60328888870526,912.2318773134016,7.232942169691444,25.22225020180004,5.81044020503829,19.698182906151324,102.60328888870526,983.600828217,8.273369324203173,30.5467373879679,6.876860669533305,24.144132175248618,113.2427261403226,6.876860669533305,RMSE_Linear_Extrapolation_100,Moderate
0c1b160c_,1464,6714,1660,5054,0.752755436401549,12102.0,17155.0,5053.0,10592.33,11169.47,577.1399999999994,11159.320000000002,11153.72,11180.9,27.18000000000029,7.670077486547629,-5.600000000002183,111.1465335398722,17.041831744906194,104.39105928076474,0.5209734863474476,10580.03,11311.5,731.4699999999993,101.41101092896174,41.35631124967907,9.73552261091045,30324,1.0,665.5445679290551,-3.5049742777983948,-12.23633791317506,-20.94222180257424,-17.10917475805641,85.63679533180617,665.5445679290551,5.408021369212404,12.255443859864695,20.94222302971714,17.111869645587895,85.63679533180617,742.9169705429871,8.432276859497074,14.754036731108668,23.79539898709972,19.694262433658725,94.691506017255,8.432276859497074,RMSE_Last_Known_TVT,Moderate
0d99f8e4_,1459,7522,1699,5823,0.7741292209518745,12133.0,17955.0,5822.0,10649.92,11200.01,550.0900000000001,11199.34,11180.96,11203.73,22.770000000000437,7.067206880355427,-10.680000000000291,86.24390074560213,13.911097799318703,74.02510338685484,0.5399278722308088,10637.45,11366.45,729.0,73.01137765592873,23.69581618959106,13.232523089673407,34938,1.0,1351.7697744511543,6.1123475871543675,45.291983950005736,4.145327845115915,29.199998007417506,101.67840997989249,1351.7697744511543,7.638134981968062,45.29344805004894,6.7914508434671435,29.28666654966061,101.67840997989249,1507.336332474522,9.343320012239094,51.56005544998802,8.131349331972922,33.27290321306633,112.75242454197688,8.131349331972922,RMSE_Linear_Extrapolation_100,Moderate
0dc5e64d_,1573,6191,1312,4879,0.7880794701986755,12104.0,16982.0,4878.0,10348.58,10865.14,516.5599999999995,10861.64,10849.09,10915.05,65.95999999999913,16.219570939312607,53.409999999999854,67.73658786923058,26.771670852129876,177.89431284386905,0.011477761836441894,10336.45,11122.45,786.0,118.75450095359186,48.245623897671834,51.01791308436128,29274,1.0,670.4377470417029,-7.829247796680386,13.021661294398367,-53.99934800668124,8.543650162594727,111.99501967211297,670.4377470417029,12.774826808772422,14.352255790232734,53.99934800668124,11.866018376169116,111.99501967211297,743.1044807114646,18.008822359134772,19.26527841549234,65.9243087623416,16.227924681510522,123.48584458257152,16.227924681510522,RMSE_Linear_Extrapolation_50,Difficult
0dc835f3_,1194,5279,851,4428,0.8387952263686305,11509.0,15936.0,4427.0,10437.3,10687.83,250.53000000000065,10687.83,10668.34,10694.58,26.23999999999978,6.5283151252580165,-19.48999999999978,45.9491168760105,21.452187676277557,104.44167715967033,0.03342366757000903,10424.81,11021.27,596.460000000001,68.81492462311557,24.268495444042927,22.865807747105073,26568,1.0,581.0850893768326,3.1081233062328404,50.61921421532802,51.762940677976154,49.5663660433803,-112.69765643003934,581.0850893768326,6.202129629629617,50.61921421532802,51.762940677976154,49.566366863003545,112.69765643003934,688.1931952930754,7.2297789729208715,57.260623469523125,58.57165616948011,56.0541593996093,133.17216902066076,7.2297789729208715,RMSE_Last_Known_TVT,Moderate
0dd99dc5_,1992,9182,1840,7342,0.7996079285558702,13715.0,21056.0,7341.0,11765.77,12581.48,815.7099999999991,12581.48,12572.14,12601.48,29.340000000000146,7.2441146065831985,-0.2600000000002183,76.89534291623492,16.19236071302368,88.97224532935886,0.476436938163988,11753.45,12748.95,995.5,85.1135843373494,24.842655401086105,8.21824142111447,44052,1.0,1957.1278752459234,-3.9165186597663064,118.24429952303895,97.70416822884172,107.13115024761764,-153.99505302570532,1957.1278752459234,5.960528466358144,118.25220145711633,97.72655570581341,107.14614131775875,153.99505302570532,2208.2420331894464,8.234632190411654,137.5165679046197,113.84051552802364,124.70481502205587,171.39868923845398,8.234632190411654,RMSE_Last_Known_TVT,Moderate
0e5e560d_,1833,4896,1643,3253,0.6644199346405228,12208.0,15460.0,3252.0,10218.990000000002,11012.59,793.5999999999985,11012.59,11004.41,11029.34,24.93000000000029,6.480245830093997,-6.729999999999563,126.97501110638056,17.989009006904947,136.223684901597,0.2846603135567169,10206.45,11122.45,916.0,128.45308237861428,50.753587521813344,1.47807127223372,19518,1.0,968.7227532082346,-7.99898247771289,68.91374479543443,39.15101866240533,57.78572532542238,-89.64377704920592,968.7227532082346,9.51943744236091,69.15987284505745,40.53170940610594,58.33249073727372,89.64377704920592,1056.748389017331,10.293900986020363,84.39326284052137,50.36231607387775,71.6321372142733,95.75339821813543,10.293900986020363,RMSE_Last_Known_TVT,Moderate
