well_id,mask_number,mask_name,total_usable_rows,known_rows,hidden_rows,hidden_rows_used,hidden_rows_full,hidden_fraction,last_known_md,first_hidden_md
05a0ee4d,1,natural,6098,1750,4348,1500,4348,0.7130206625122991,12719.0,12720.0
05a0ee4d,2,frac_0.50,6098,3049,3049,1500,3049,0.5,14018.0,14019.0
060ab2b8,1,natural,7818,1560,6258,1500,6258,0.8004604758250192,11947.0,11948.0
060ab2b8,2,frac_0.80,7818,1598,6220,1500,6220,0.7955998976720389,11985.0,11986.0
06df5958,1,natural,5039,1530,3509,1500,3509,0.6963683270490176,12301.0,12302.0
06df5958,2,frac_0.15,5039,4283,756,756,756,0.15002976781107363,15054.0,15055.0
071d7b45,1,natural,4720,1509,3211,1500,3211,0.6802966101694915,11891.0,11892.0
071d7b45,2,frac_0.67,4720,1540,3180,1500,3180,0.673728813559322,11922.0,11923.0
0849b4e2,1,natural,7436,1899,5537,1500,5537,0.7446207638515331,12980.0,12981.0
0849b4e2,2,frac_0.15,7436,6321,1115,1115,1115,0.14994620763851532,17402.0,17403.0
084d66f9,1,natural,5632,1747,3885,1500,3885,0.6898082386363636,11971.0,11972.0
084d66f9,2,frac_0.25,5632,4224,1408,1408,1408,0.25,14448.0,14449.0
08fecf00,1,natural,7405,1831,5574,1500,5574,0.7527346387575962,12984.0,12985.0
08fecf00,2,frac_0.25,7405,5554,1851,1500,1851,0.249966239027684,16707.0,16708.0
09053135,1,natural,7715,1808,5907,1500,5907,0.765651328580687,12789.0,12790.0
09053135,2,frac_0.50,7715,3858,3857,1500,3857,0.49993519118600127,14839.0,14840.0
0955cd6c,1,natural,7125,1930,5195,1500,5195,0.7291228070175438,13373.0,13374.0
0955cd6c,2,frac_0.35,7125,4631,2494,1500,2494,0.35003508771929825,16074.0,16075.0
09ec2ca9,1,natural,7824,1939,5885,1500,5885,0.7521728016359919,12408.0,12409.0
09ec2ca9,2,frac_0.80,7824,1599,6225,1500,6225,0.7956288343558282,12068.0,12069.0
0a57a29c,1,natural,7194,1373,5821,1500,5821,0.8091465109813734,12084.0,12085.0
0a57a29c,2,frac_0.67,7194,2347,4847,1500,4847,0.6737559077008618,13058.0,13059.0
0bbf5e67,1,natural,6031,1733,4298,1500,4298,0.7126513016083568,11952.0,11953.0
0bbf5e67,2,frac_0.25,6031,4523,1508,1500,1508,0.25004145249544024,14742.0,14743.0
0be01c24,1,natural,6385,1647,4738,1500,4738,0.742051683633516,12440.0,12441.0
0be01c24,2,frac_0.80,6385,1305,5080,1500,5080,0.7956147220046985,12098.0,12099.0
0c1b160c,1,natural,6714,1660,5054,1500,5054,0.752755436401549,12101.0,12102.0
0c1b160c,2,frac_0.73,6714,1834,4880,1500,4880,0.7268394399761692,12275.0,12276.0
0dc835f3,1,natural,5279,851,4428,1500,4428,0.8387952263686305,11508.0,11509.0
0dc835f3,2,frac_0.50,5279,2640,2639,1500,2639,0.4999052850918735,13297.0,13298.0
0e5e560d,1,natural,4896,1643,3253,1500,3253,0.6644199346405228,12207.0,12208.0
0e5e560d,2,frac_0.80,4896,1001,3895,1500,3895,0.795547385620915,11565.0,11566.0
109d9d70,1,natural,5851,1636,4215,1500,4215,0.7203896769782943,13641.0,13642.0
109d9d70,2,frac_0.25,5851,4388,1463,1463,1463,0.25004272773884806,16393.0,16394.0
10a1281a,1,natural,7353,1744,5609,1500,5609,0.7628178974568204,12340.0,12341.0
10a1281a,2,frac_0.35,7353,4779,2574,1500,2574,0.35006119951040393,15375.0,15376.0
10b89021,1,natural,7166,1752,5414,1500,5414,0.7555121406642479,13175.0,13176.0
10b89021,2,frac_0.35,7166,4658,2508,1500,2508,0.34998604521350823,16081.0,16082.0
10be2420,1,natural,5203,1932,3271,1500,3271,0.628675763982318,11917.0,11918.0
10be2420,2,frac_0.15,5203,4423,780,780,780,0.14991351143571016,14408.0,14409.0
1131525f,1,natural,5548,1389,4159,1500,4159,0.7496395097332372,12104.0,12105.0
1131525f,2,frac_0.80,5548,1134,4414,1500,4414,0.7956020187454939,11849.0,11850.0
11d0f5ac,1,natural,6378,1495,4883,1500,4883,0.7656005017246785,11931.0,11932.0
11d0f5ac,2,frac_0.15,6378,5421,957,957,957,0.15004703668861713,15857.0,15858.0
12203f2a,1,natural,4991,1730,3261,1500,3261,0.6533760769384893,12853.0,12854.0
12203f2a,2,frac_0.35,4991,3244,1747,1500,1747,0.35003005409737525,14367.0,14368.0
122bd617,1,natural,6408,1838,4570,1500,4570,0.7131710362047441,11784.0,11785.0
122bd617,2,frac_0.15,6408,5447,961,961,961,0.14996878901373284,15393.0,15394.0
125be846,1,natural,8033,1523,6510,1500,6510,0.8104070708328146,12226.0,12227.0
125be846,2,frac_0.73,8033,2195,5838,1500,5838,0.726752147392008,12898.0,12899.0
1285a37b,1,natural,7403,1806,5597,1500,5597,0.7560448466837768,13811.0,13812.0
1285a37b,2,frac_0.25,7403,5552,1851,1500,1851,0.25003377009320543,17557.0,17558.0
1295a25b,1,natural,7037,1486,5551,1500,5551,0.7888304675287765,12547.0,12548.0
1295a25b,2,frac_0.80,7037,1438,5599,1500,5599,0.7956515560608214,12499.0,12500.0
12f0cd90,1,natural,7431,1484,5947,1500,5947,0.8002960570582694,12293.0,12294.0
12f0cd90,2,frac_0.25,7431,5573,1858,1500,1858,0.2500336428475306,16382.0,16383.0
137d1e44,1,natural,6313,1759,4554,1500,4554,0.7213686044669729,13649.0,13650.0
137d1e44,2,frac_0.80,6313,1290,5023,1500,5023,0.7956597497227942,13180.0,13181.0
13f598d9,1,natural,8934,1628,7306,1500,7306,0.817774792925901,13620.0,13621.0
13f598d9,2,frac_0.67,8934,2915,6019,1500,6019,0.673718379225431,14907.0,14908.0
14a53cb3,1,natural,8780,1861,6919,1500,6919,0.7880410022779043,12287.0,12288.0
14a53cb3,2,frac_0.50,8780,4390,4390,1500,4390,0.5,14816.0,14817.0
14ab73fb,1,natural,5279,1630,3649,1500,3649,0.6912293995074825,12309.0,12310.0
14ab73fb,2,frac_0.15,5279,4487,792,792,792,0.15002841447243795,15166.0,15167.0
14ad5efb,1,natural,7352,1510,5842,1500,5842,0.794613710554951,12363.0,12364.0
14ad5efb,2,frac_0.50,7352,3676,3676,1500,3676,0.5,14529.0,14530.0
1550491d,1,natural,5929,1366,4563,1500,4563,0.7696070163602631,12811.0,12812.0
1550491d,2,frac_0.35,5929,3854,2075,1500,2075,0.3499747006240513,15299.0,15300.0
155887bb,1,natural,7062,1477,5585,1500,5585,0.7908524497309544,12961.0,12962.0
155887bb,2,frac_0.50,7062,3531,3531,1500,3531,0.5,15015.0,15016.0
1590af81,1,natural,5231,1432,3799,1500,3799,0.7262473714394954,12750.0,12751.0
1590af81,2,frac_0.35,5231,3400,1831,1500,1831,0.3500286752055056,14718.0,14719.0
15e154a1,1,natural,7699,1631,6068,1500,6068,0.788154305753994,11952.0,11953.0
15e154a1,2,frac_0.15,7699,6544,1155,1155,1155,0.15001948304974672,16865.0,16866.0
1619e2ca,1,natural,6002,1559,4443,1500,4443,0.7402532489170277,12677.0,12678.0
1619e2ca,2,frac_0.50,6002,3001,3001,1500,3001,0.5,14119.0,14120.0
16e4a047,1,natural,5684,1553,4131,1500,4131,0.7267769176636172,12908.0,12909.0
16e4a047,2,frac_0.67,5684,1855,3829,1500,3829,0.6736453201970444,13210.0,13211.0
173ed841,1,natural,6530,1647,4883,1500,4883,0.7477794793261868,13852.0,13853.0
173ed841,2,frac_0.15,6530,5550,980,980,980,0.15007656967840735,17755.0,17756.0
177622d7,1,natural,4699,1545,3154,1500,3154,0.6712066397105767,13326.0,13327.0
177622d7,2,frac_0.73,4699,1284,3415,1500,3415,0.7267503724196638,13065.0,13066.0
197f8a5a,1,natural,8248,1938,6310,1500,6310,0.7650339476236664,11996.0,11997.0
197f8a5a,2,frac_0.15,8248,7011,1237,1237,1237,0.14997575169738117,17069.0,17070.0
19871e7f,1,natural,7152,1859,5293,1500,5293,0.7400727069351231,13596.0,13597.0
19871e7f,2,frac_0.73,7152,1954,5198,1500,5198,0.7267897091722595,13691.0,13692.0
198a5607,1,natural,8094,1843,6251,1500,6251,0.7723004694835681,12133.0,12134.0
198a5607,2,frac_0.50,8094,4047,4047,1500,4047,0.5,14337.0,14338.0
19fb4f7b,1,natural,7923,2303,5620,1500,5620,0.7093272750220876,13998.0,13999.0
19fb4f7b,2,frac_0.73,7923,2165,5758,1500,5758,0.7267449198535908,13860.0,13861.0
1a68190b,1,natural,6502,2028,4474,1500,4474,0.6880959704706244,14131.0,14132.0
1a68190b,2,frac_0.50,6502,3251,3251,1500,3251,0.5,15354.0,15355.0
1a730ac2,1,natural,6049,1444,4605,1500,4605,0.7612828566705241,12698.0,12699.0
1a730ac2,2,frac_0.50,6049,3024,3025,1500,3025,0.5000826582906266,14278.0,14279.0
1aaf1da0,1,natural,6321,1517,4804,1500,4804,0.7600063281126404,12886.0,12887.0
1aaf1da0,2,frac_0.25,6321,4741,1580,1500,1580,0.24996044929599748,16110.0,16111.0
1b82b665,1,natural,5364,1558,3806,1500,3806,0.709545115585384,11760.0,11761.0
1b82b665,2,frac_0.73,5364,1465,3899,1500,3899,0.726882923191648,11667.0,11668.0
1beca81d,1,natural,6650,1614,5036,1500,5036,0.7572932330827068,12246.0,12247.0
1beca81d,2,frac_0.80,6650,1359,5291,1500,5291,0.7956390977443609,11991.0,11992.0
1d3fbf02,1,natural,4252,1558,2694,1500,2694,0.6335841956726247,12497.0,12498.0
1d3fbf02,2,frac_0.73,4252,1162,3090,1500,3090,0.7267168391345249,12101.0,12102.0
1e30dedf,1,natural,5474,1403,4071,1500,4071,0.7436974789915967,11727.0,11728.0
1e30dedf,2,frac_0.15,5474,4653,821,821,821,0.14998173182316404,14977.0,14978.0
1f9afacb,1,natural,7054,1726,5328,1500,5328,0.755316132690672,13066.0,13067.0
1f9afacb,2,frac_0.50,7054,3527,3527,1500,3527,0.5,14867.0,14868.0
1fdbba44,1,natural,6333,1422,4911,1500,4911,0.7754618664140218,13846.0,13847.0
1fdbba44,2,frac_0.25,6333,4750,1583,1500,1583,0.2499605242381178,17174.0,17175.0
1fee2b62,1,natural,6323,1682,4641,1500,4641,0.7339870314724023,13252.0,13253.0
1fee2b62,2,frac_0.25,6323,4742,1581,1500,1581,0.2500395381938953,16312.0,16313.0
20096916,1,natural,6880,1747,5133,1500,5133,0.7460755813953488,12999.0,13000.0
20096916,2,frac_0.73,6880,1880,5000,1500,5000,0.7267441860465116,13132.0,13133.0
200d233d,1,natural,5896,1970,3926,1500,3926,0.6658751696065129,13343.0,13344.0
200d233d,2,frac_0.80,5896,1205,4691,1500,4691,0.7956241519674355,12578.0,12579.0
201661b5,1,natural,8136,2181,5955,1500,5955,0.7319321533923304,13845.0,13846.0
201661b5,2,frac_0.67,8136,2655,5481,1500,5481,0.6736725663716814,14319.0,14320.0
203721ab,1,natural,7235,1505,5730,1500,5730,0.7919834139599171,12079.0,12080.0
203721ab,2,frac_0.35,7235,4703,2532,1500,2532,0.34996544574982724,15277.0,15278.0
20402d71,1,natural,7930,1558,6372,1500,6372,0.803530895334174,11916.0,11917.0
20402d71,2,frac_0.50,7930,3965,3965,1500,3965,0.5,14323.0,14324.0
2043abc5,1,natural,8513,1555,6958,1500,6958,0.8173381886526488,12414.0,12415.0
2043abc5,2,frac_0.15,8513,7236,1277,1277,1277,0.1500058733701398,18095.0,18096.0
204cc64b,1,natural,6454,1649,4805,1500,4805,0.7444995351719864,13666.0,13667.0
204cc64b,2,frac_0.15,6454,5486,968,968,968,0.14998450573287883,17503.0,17504.0
2075c696,1,natural,5580,2392,3188,1500,3188,0.571326164874552,12124.0,12125.0
2075c696,2,frac_0.15,5580,4743,837,837,837,0.15,14475.0,14476.0
22c5f93f,1,natural,6919,1747,5172,1500,5172,0.747506865153924,12904.0,12905.0
22c5f93f,2,frac_0.50,6919,3460,3459,1500,3459,0.49992773522185285,14617.0,14618.0
230eaaa3,1,natural,6451,1761,4690,1500,4690,0.7270190668113471,12148.0,12149.0
230eaaa3,2,frac_0.50,6451,3226,3225,1500,3225,0.4999224926368005,13613.0,13614.0
23b9beb0,1,natural,8790,1450,7340,1500,7340,0.8350398179749715,12550.0,12551.0
23b9beb0,2,frac_0.67,8790,2868,5922,1500,5922,0.6737201365187714,13968.0,13969.0
24d8997e,1,natural,5188,1746,3442,1500,3442,0.6634541249036238,12110.0,12111.0
24d8997e,2,frac_0.35,5188,3372,1816,1500,1816,0.3500385505011565,13736.0,13737.0
25050f63,1,natural,7155,1031,6124,1500,6124,0.8559049615653389,11298.0,11299.0
25050f63,2,frac_0.67,7155,2335,4820,1500,4820,0.673654786862334,12602.0,12603.0
25939962,1,natural,6071,1752,4319,1500,4319,0.7114149234063581,13370.0,13371.0
25939962,2,frac_0.15,6071,5160,911,911,911,0.15005765112831493,16778.0,16779.0
25fd32b3,1,natural,4546,1661,2885,1500,2885,0.6346238451385834,12211.0,12212.0
25fd32b3,2,frac_0.80,4546,929,3617,1500,3617,0.7956445226572811,11479.0,11480.0
261785ee,1,natural,5512,1866,3646,1500,3646,0.6614658925979681,12498.0,12499.0
261785ee,2,frac_0.73,5512,1506,4006,1500,4006,0.72677793904209,12138.0,12139.0
264feceb,1,natural,7408,1743,5665,1500,5665,0.7647138228941684,12339.0,12340.0
264feceb,2,frac_0.25,7408,5556,1852,1500,1852,0.25,16152.0,16153.0
26d3a96a,1,natural,6465,1744,4721,1500,4721,0.7302397525135345,13761.0,13762.0
26d3a96a,2,frac_0.80,6465,1321,5144,1500,5144,0.7956689868522815,13338.0,13339.0
272abef3,1,natural,5682,1547,4135,1500,4135,0.7277367124252024,12671.0,12672.0
272abef3,2,frac_0.15,5682,4830,852,852,852,0.14994720168954592,15954.0,15955.0
27300fd5,1,natural,7386,1919,5467,1500,5467,0.74018413214189,13817.0,13818.0
27300fd5,2,frac_0.15,7386,6278,1108,1108,1108,0.15001353912808016,18176.0,18177.0
276b012a,1,natural,6291,1454,4837,1500,4837,0.7688761723096487,13528.0,13529.0
276b012a,2,frac_0.25,6291,4718,1573,1500,1573,0.2500397393101256,16792.0,16793.0
27c3155b,1,natural,6941,1983,4958,1500,4958,0.7143062959227777,13671.0,13672.0
27c3155b,2,frac_0.35,6941,4512,2429,1500,2429,0.34994957498919466,16200.0,16201.0
27ebb9b9,1,natural,7651,1885,5766,1500,5766,0.7536269768657692,13329.0,13330.0
27ebb9b9,2,frac_0.25,7651,5738,1913,1500,1913,0.25003267546725916,17182.0,17183.0
283269ac,1,natural,4567,1941,2626,1500,2626,0.5749945259470112,12356.0,12357.0
283269ac,2,frac_0.35,4567,2969,1598,1500,1598,0.349901467046201,13384.0,13385.0
28473855,1,natural,6620,2330,4290,1500,4290,0.648036253776435,12490.0,12491.0
28473855,2,frac_0.67,6620,2160,4460,1500,4460,0.6737160120845922,12320.0,12321.0
29b24409,1,natural,7417,1830,5587,1500,5587,0.75326951597681,12359.0,12360.0
29b24409,2,frac_0.25,7417,5563,1854,1500,1854,0.24996629364972361,16092.0,16093.0
2ab29395,1,natural,3325,1473,1852,1500,1852,0.5569924812030075,13098.0,13099.0
2ab29395,2,frac_0.25,3325,2494,831,831,831,0.2499248120300752,14119.0,14120.0
2ac7cb6b,1,natural,6451,1461,4990,1500,4990,0.7735234847310495,11884.0,11885.0
2ac7cb6b,2,frac_0.67,6451,2105,4346,1500,4346,0.6736940009300884,12528.0,12529.0
2acc78d4,1,natural,6109,1843,4266,1500,4266,0.6983139630054018,12988.0,12989.0
2acc78d4,2,frac_0.67,6109,1993,4116,1500,4116,0.673760026190866,13138.0,13139.0
2b034622,1,natural,6761,1558,5203,1500,5203,0.7695607158704334,11048.0,11049.0
2b034622,2,frac_0.15,6761,5747,1014,1014,1014,0.14997781393285017,15237.0,15238.0
2b06ad65,1,natural,5706,1450,4256,1500,4256,0.745881528215913,12724.0,12725.0
2b06ad65,2,frac_0.50,5706,2853,2853,1500,2853,0.5,14127.0,14128.0
2b547943,1,natural,5131,1651,3480,1500,3480,0.678230364451374,12911.0,12912.0
2b547943,2,frac_0.80,5131,1049,4082,1500,4082,0.7955564217501462,12309.0,12310.0
2be5c96a,1,natural,5753,1543,4210,1500,4210,0.7317921084651486,12795.0,12796.0
2be5c96a,2,frac_0.35,5753,3739,2014,1500,2014,0.3500782200590996,14991.0,14992.0
2bff06cf,1,natural,9174,1550,7624,1500,7624,0.8310442555046872,11635.0,11636.0
2bff06cf,2,frac_0.67,9174,2993,6181,1500,6181,0.6737519075648573,13078.0,13079.0
2c0c4a4e,1,natural,6719,1929,4790,1500,4790,0.7129037059086174,12184.0,12185.0
2c0c4a4e,2,frac_0.50,6719,3360,3359,1500,3359,0.49992558416431015,13615.0,13616.0
2cee0cba,1,natural,7335,1835,5500,1500,5500,0.7498295841854125,12036.0,12037.0
2cee0cba,2,frac_0.15,7335,6235,1100,1100,1100,0.1499659168370825,16436.0,16437.0
2d0c268a,1,natural,6289,1739,4550,1500,4550,0.7234854507870886,12408.0,12409.0
2d0c268a,2,frac_0.50,6289,3144,3145,1500,3145,0.5000795038956909,13813.0,13814.0
2d179ded,1,natural,9225,2217,7008,1500,7008,0.7596747967479675,11911.0,11912.0
2d179ded,2,frac_0.35,9225,5996,3229,1500,3229,0.3500271002710027,15690.0,15691.0
2d2d0c6b,1,natural,6967,1922,5045,1500,5045,0.7241280321515717,12229.0,12230.0
2d2d0c6b,2,frac_0.50,6967,3484,3483,1500,3483,0.4999282330988948,13791.0,13792.0
2d35f86d,1,natural,6628,1732,4896,1500,4896,0.7386843693421846,12890.0,12891.0
2d35f86d,2,frac_0.50,6628,3314,3314,1500,3314,0.5,14472.0,14473.0
2d9f6cb9,1,natural,8627,1289,7338,1500,7338,0.8505853715080561,13650.0,13651.0
2d9f6cb9,2,frac_0.50,8627,4314,4313,1500,4313,0.49994204242494494,16675.0,16676.0
2e29e833,1,natural,7254,1826,5428,1500,5428,0.7482768127929418,13423.0,13424.0
2e29e833,2,frac_0.35,7254,4715,2539,1500,2539,0.35001378549765644,16312.0,16313.0
2e43c2ea,1,natural,7349,1651,5698,1500,5698,0.7753435841611104,12088.0,12089.0
2e43c2ea,2,frac_0.73,7349,2008,5341,1500,5341,0.7267655463328344,12445.0,12446.0
2e63d9de,1,natural,6505,1806,4699,1500,4699,0.7223674096848578,13575.0,13576.0
2e63d9de,2,frac_0.67,6505,2123,4382,1500,4382,0.6736356648731745,13892.0,13893.0
2ee0235b,1,natural,7256,1700,5556,1500,5556,0.7657111356119074,12340.0,12341.0
2ee0235b,2,frac_0.80,7256,1483,5773,1500,5773,0.7956174200661521,12123.0,12124.0
2f19d536,1,natural,4744,1656,3088,1500,3088,0.6509274873524452,13619.0,13620.0
2f19d536,2,frac_0.67,4744,1548,3196,1500,3196,0.6736930860033726,13511.0,13512.0
2f8e53c3,1,natural,4133,1539,2594,1500,2594,0.6276312605855311,13070.0,13071.0
2f8e53c3,2,frac_0.80,4133,845,3288,1500,3288,0.7955480280667796,12376.0,12377.0
2fa01aa6,1,natural,3860,1686,2174,1500,2174,0.5632124352331607,13744.0,13745.0
2fa01aa6,2,frac_0.25,3860,2895,965,965,965,0.25,14953.0,14954.0
2fd68f7b,1,natural,6381,1651,4730,1500,4730,0.7412631249020529,11724.0,11725.0
2fd68f7b,2,frac_0.67,6381,2082,4299,1500,4299,0.6737188528443817,12155.0,12156.0
2fe023be,1,natural,6060,1839,4221,1500,4221,0.6965346534653465,12798.0,12799.0
2fe023be,2,frac_0.50,6060,3030,3030,1500,3030,0.5,13989.0,13990.0
30d75030,1,natural,5009,1605,3404,1500,3404,0.6795767618287083,12182.0,12183.0
30d75030,2,frac_0.35,5009,3256,1753,1500,1753,0.34997005390297464,13833.0,13834.0
32fe84c9,1,natural,8163,1755,6408,1500,6408,0.7850055126791621,13018.0,13019.0
32fe84c9,2,frac_0.73,8163,2230,5933,1500,5933,0.7268161215239495,13493.0,13494.0
33c40295,1,natural,5989,1820,4169,1500,4169,0.6961095341459342,12699.0,12700.0
33c40295,2,frac_0.80,5989,1224,4765,1500,4765,0.795625313073969,12103.0,12104.0
3407f5bf,1,natural,5309,1671,3638,1500,3638,0.6852514597852702,12083.0,12084.0
3407f5bf,2,frac_0.50,5309,2654,2655,1500,2655,0.5000941796948578,13066.0,13067.0
3417285d,1,natural,7458,2009,5449,1500,5449,0.7306248323947439,13269.0,13270.0
3417285d,2,frac_0.25,7458,5594,1864,1500,1864,0.24993295789755968,16854.0,16855.0
347242c8,1,natural,5437,1842,3595,1500,3595,0.6612102262276991,12753.0,12754.0
347242c8,2,frac_0.25,5437,4078,1359,1359,1359,0.2499540187603458,14989.0,14990.0
353e5502,1,natural,7901,1839,6062,1500,6062,0.7672446525756234,12270.0,12271.0
353e5502,2,frac_0.67,7901,2578,5323,1500,5323,0.6737121883305911,13009.0,13010.0
3584a6eb,1,natural,6150,1656,4494,1500,4494,0.7307317073170732,13204.0,13205.0
3584a6eb,2,frac_0.50,6150,3075,3075,1500,3075,0.5,14623.0,14624.0
35b30c7f,1,natural,11270,1691,9579,1500,9579,0.8499556344276841,11783.0,11784.0
35b30c7f,2,frac_0.73,11270,3079,8191,1500,8191,0.7267968056787932,13171.0,13172.0
35b3ef6a,1,natural,5736,1832,3904,1500,3904,0.6806136680613668,12012.0,12013.0
35b3ef6a,2,frac_0.80,5736,1172,4564,1500,4564,0.795676429567643,11352.0,11353.0
367456ce,1,natural,7312,1743,5569,1500,5569,0.7616247264770241,12043.0,12044.0
367456ce,2,frac_0.73,7312,1998,5314,1500,5314,0.7267505470459519,12298.0,12299.0
368131f9,1,natural,6568,1577,4991,1500,4991,0.7598964677222899,12987.0,12988.0
368131f9,2,frac_0.80,6568,1342,5226,1500,5226,0.7956760048721072,12752.0,12753.0
368fe682,1,natural,6416,1480,4936,1500,4936,0.7693266832917706,12209.0,12210.0
368fe682,2,frac_0.35,6416,4170,2246,1500,2246,0.35006234413965087,14899.0,14900.0
3690a146,1,natural,5761,1688,4073,1500,4073,0.7069953133136608,12013.0,12014.0
3690a146,2,frac_0.25,5761,4321,1440,1440,1440,0.24995660475611872,14646.0,14647.0
37344c2a,1,natural,6943,1746,5197,1500,5197,0.748523692928129,12058.0,12059.0
37344c2a,2,frac_0.80,6943,1419,5524,1500,5524,0.7956214892697681,11731.0,11732.0
373ef48b,1,natural,4992,1483,3509,1500,3509,0.7029246794871795,12279.0,12280.0
373ef48b,2,frac_0.67,4992,1629,3363,1500,3363,0.6736778846153846,12425.0,12426.0
374be387,1,natural,11802,1837,9965,1500,9965,0.8443484155227927,11916.0,11917.0
374be387,2,frac_0.50,11802,5901,5901,1500,5901,0.5,15980.0,15981.0
37d36812,1,natural,6017,1650,4367,1500,4367,0.7257769652650823,13303.0,13304.0
37d36812,2,frac_0.50,6017,3008,3009,1500,3009,0.5000830978893136,14661.0,14662.0
38991fd4,1,natural,6545,1747,4798,1500,4798,0.7330786860198625,12183.0,12184.0
38991fd4,2,frac_0.25,6545,4909,1636,1500,1636,0.24996180290297937,15345.0,15346.0
3932faa6,1,natural,7388,1936,5452,1500,5452,0.7379534380075798,13427.0,13428.0
3932faa6,2,frac_0.50,7388,3694,3694,1500,3694,0.5,15185.0,15186.0
398dce4b,1,natural,5005,1839,3166,1500,3166,0.6325674325674325,11903.0,11904.0
398dce4b,2,frac_0.25,5005,3754,1251,1251,1251,0.24995004995004996,13818.0,13819.0
39b51819,1,natural,6382,2151,4231,1500,4231,0.6629583202757756,12501.0,12502.0
39b51819,2,frac_0.50,6382,3191,3191,1500,3191,0.5,13541.0,13542.0
3a0af893,1,natural,4580,1653,2927,1500,2927,0.6390829694323145,13620.0,13621.0
3a0af893,2,frac_0.25,4580,3435,1145,1145,1145,0.25,15402.0,15403.0
3a223519,1,natural,6581,1998,4583,1500,4583,0.6963987235982374,13856.0,13857.0
3a223519,2,frac_0.80,6581,1345,5236,1500,5236,0.7956237653851999,13203.0,13204.0
3a824aa7,1,natural,5678,1477,4201,1500,4201,0.7398731947868968,13371.0,13372.0
3a824aa7,2,frac_0.50,5678,2839,2839,1500,2839,0.5,14733.0,14734.0
3a86fe8d,1,natural,6572,1454,5118,1500,5118,0.7787583688374924,12429.0,12430.0
3a86fe8d,2,frac_0.73,6572,1795,4777,1500,4777,0.7268715763846622,12770.0,12771.0
3aaa2b30,1,natural,6396,1685,4711,1500,4711,0.7365540963101939,12103.0,12104.0
3aaa2b30,2,frac_0.50,6396,3198,3198,1500,3198,0.5,13616.0,13617.0
3ac16ad0,1,natural,7412,1763,5649,1500,5649,0.7621424716675661,11914.0,11915.0
3ac16ad0,2,frac_0.80,7412,1515,5897,1500,5897,0.7956017269293039,11666.0,11667.0
3b21ea64,1,natural,9103,1727,7376,1500,7376,0.8102823245084039,13590.0,13591.0
3b21ea64,2,frac_0.50,9103,4552,4551,1500,4551,0.49994507305283975,16415.0,16416.0
3bbe1f5d,1,natural,8184,1266,6918,1500,6918,0.8453079178885631,11743.0,11744.0
3bbe1f5d,2,frac_0.80,8184,1673,6511,1500,6511,0.7955767350928641,12150.0,12151.0
3c3dbcbc,1,natural,6911,1842,5069,1500,5069,0.7334683837360729,12999.0,13000.0
3c3dbcbc,2,frac_0.35,6911,4492,2419,1500,2419,0.3500217045290117,15649.0,15650.0
3d96d897,1,natural,7147,1488,5659,1500,5659,0.7918007555617742,12203.0,12204.0
