Well_ID,Horizontal_Rows_IQR_outlier,Prediction_Horizon_MD_IQR_outlier,Prediction_Percentage_IQR_outlier,GR_Missing_Percentage_IQR_outlier,Horizontal_TVT_Range_IQR_outlier,Abs_Delta_TVT_IQR_outlier,TVT_Change_Per_MD_IQR_outlier,Longest_GR_Missing_Run_IQR_outlier,Pred_Coverage_Lower_Margin_IQR_outlier,Pred_Coverage_Upper_Margin_IQR_outlier,IQR_Outlier_Count,Coverage_Issue,Internal_Gap_Flag
09ec2ca9,False,False,False,False,False,False,False,False,False,False,0,False,False
0a57a29c,False,False,False,False,False,False,False,False,False,False,0,False,False
0bbf5e67,False,False,False,False,False,False,False,False,False,True,1,False,False
0be01c24,False,False,False,False,False,False,False,False,False,False,0,False,False
0c1b160c,False,False,False,False,False,False,False,False,False,False,0,False,False
0d99f8e4,False,False,False,False,False,False,False,False,False,False,0,False,False
0dc5e64d,False,False,False,False,False,True,True,False,False,False,2,False,False
0dc835f3,False,False,False,False,False,False,False,False,False,True,1,False,False
0dd99dc5,False,False,False,False,False,False,False,True,False,False,1,False,False
0e5e560d,False,False,False,False,False,False,False,False,False,False,0,False,False
109d9d70,False,False,False,False,False,False,False,False,False,False,0,False,False
10a1281a,False,False,False,False,False,False,False,True,False,False,1,False,False
10b89021,False,False,False,False,False,False,False,True,False,False,1,False,False
10be2420,False,False,False,False,False,False,False,False,False,False,0,False,False
113011eb,False,False,False,False,False,False,False,False,False,False,0,False,False
1131525f,False,False,False,False,False,False,False,False,False,False,0,False,False
11d0f5ac,False,False,False,False,False,False,False,False,False,False,0,False,False
12203f2a,False,False,False,False,False,False,False,False,False,False,0,False,False
122bd617,False,False,False,False,False,False,False,True,False,False,1,False,False
125be846,False,False,False,False,False,False,False,False,False,False,0,False,False
1285a37b,False,False,False,False,False,False,False,False,False,False,0,False,False
1295a25b,False,False,False,False,False,False,False,False,False,False,0,False,False
12f0cd90,False,False,False,False,False,False,False,False,False,False,0,False,False
137d1e44,False,False,False,False,False,False,False,False,False,False,0,False,False
13ce113d,False,False,False,False,False,False,False,False,False,False,0,False,False
13f598d9,False,False,False,False,False,False,False,True,False,False,1,False,False
14a53cb3,False,False,False,False,False,False,False,False,False,False,0,False,False
14ab73fb,False,False,False,False,False,False,False,False,False,False,0,False,False
14ad5efb,False,False,False,False,False,False,False,False,False,False,0,False,False
14fee784,False,False,False,False,False,False,False,False,False,False,0,False,False
153552f5,False,False,False,False,False,False,False,False,False,True,1,False,False
1550491d,False,False,False,False,False,False,False,False,False,False,0,False,False
155887bb,False,False,False,False,False,False,False,True,False,False,1,False,False
1590af81,False,False,False,False,False,False,False,False,False,False,0,False,False
15e154a1,False,False,False,False,False,False,False,False,False,False,0,False,False
1619e2ca,False,False,False,False,False,False,False,False,False,False,0,False,False
16e4a047,False,False,False,False,False,False,False,False,False,False,0,False,False
173ed841,False,False,False,False,False,False,False,False,False,False,0,False,False
1770d7c6,False,False,False,False,False,False,False,False,False,False,0,False,False
177622d7,False,False,False,False,False,False,False,False,False,False,0,False,False
18d24f7b,False,False,False,False,False,False,False,False,False,False,0,False,False
19137a89,False,False,False,False,False,False,False,True,False,True,2,False,False
1944513c,False,False,False,False,False,False,False,True,False,False,1,False,False
197f8a5a,False,False,False,False,False,False,False,False,False,False,0,False,False
19871e7f,False,False,False,False,False,False,False,False,False,False,0,False,False
198a5607,False,False,False,False,False,False,False,False,False,False,0,False,False
19fb4f7b,False,False,False,False,False,False,False,False,False,False,0,False,False
1a518997,False,False,False,False,False,False,False,True,False,False,1,False,False
1a68190b,False,False,False,False,False,False,False,False,False,False,0,False,False
1a730ac2,False,False,False,False,False,False,False,False,False,False,0,False,False
1aaf1da0,False,False,False,False,False,False,False,False,False,False,0,False,False
1b08ed48,False,False,False,False,False,False,False,False,False,False,0,False,False
1b1c5372,False,False,False,False,False,False,False,False,False,False,0,False,False
1b1eba53,False,False,False,False,False,True,True,False,False,False,2,False,False
1b6ba517,False,False,False,False,False,False,False,False,False,False,0,False,False
1b82b665,False,False,False,False,False,False,False,True,False,False,1,False,False
1bcb2fcf,False,False,False,False,False,False,False,False,False,False,0,False,False
1beca81d,False,False,False,False,False,False,False,False,False,False,0,False,False
1d3fbf02,False,False,False,False,False,False,False,False,False,False,0,False,False
1d78281a,False,False,False,False,False,False,False,False,False,False,0,False,False
1e30dedf,False,False,False,False,False,False,False,False,False,True,1,False,False
1e5e3573,False,False,False,False,False,False,False,False,False,False,0,False,False
1f9afacb,False,False,False,False,False,False,False,False,False,False,0,False,False
1fdbba44,False,False,False,False,False,False,False,False,False,False,0,False,False
1fee2b62,False,False,False,False,False,False,False,False,False,False,0,False,False
20096916,False,False,False,False,False,False,False,False,False,False,0,False,False
200d233d,False,False,False,False,False,False,False,False,False,False,0,False,False
201661b5,False,False,False,False,False,False,False,False,False,False,0,False,False
203721ab,False,False,False,False,False,False,False,False,False,False,0,False,False
20402d71,False,False,False,False,False,False,False,False,False,False,0,False,False
2043abc5,False,False,False,False,False,False,False,False,False,False,0,False,False
204cc64b,False,False,False,False,False,False,False,False,False,True,1,False,False
206b6193,False,False,False,False,False,True,True,False,False,False,2,False,False
2075c696,False,False,True,False,False,False,False,False,False,False,1,False,False
22c5f93f,False,False,False,False,False,False,False,False,False,False,0,False,False
230eaaa3,False,False,False,False,False,True,True,False,False,False,2,False,False
2364716c,False,False,False,False,False,False,False,False,False,False,0,False,False
23b9beb0,False,False,False,False,False,False,False,False,False,False,0,False,False
24d8997e,False,False,False,False,False,False,False,False,False,False,0,False,False
25050f63,False,False,False,False,False,False,False,False,False,False,0,False,False
25939962,False,False,False,False,False,False,False,False,False,False,0,False,False
25fd32b3,False,False,False,False,False,False,False,False,False,False,0,False,False
261785ee,False,False,False,False,False,False,False,False,False,True,1,False,False
264feceb,False,False,False,False,False,False,False,False,False,False,0,False,False
26623a50,False,False,False,False,False,False,False,False,False,False,0,False,False
26d3a96a,False,False,False,False,False,False,False,False,False,False,0,False,False
272abef3,False,False,False,False,False,False,False,False,False,False,0,False,False
27300fd5,False,False,False,False,False,False,False,False,False,True,1,False,False
276b012a,False,False,False,False,False,False,False,False,False,True,1,False,False
27c3155b,False,False,False,False,False,False,False,False,False,False,0,False,False
27ebb9b9,False,False,False,False,False,False,False,False,False,True,1,False,False
283269ac,False,False,True,False,False,False,False,False,False,False,1,False,False
28473855,False,False,False,False,False,False,False,False,False,False,0,False,False
28f4eda9,False,False,False,False,False,False,False,False,False,False,0,False,False
29b24409,False,False,False,False,False,False,False,True,False,False,1,False,False
29de15c8,False,False,False,False,False,False,False,False,False,False,0,False,False
2ab29395,False,False,True,False,False,False,False,False,False,False,1,False,False
2ac7cb6b,False,False,False,False,False,True,True,False,False,False,2,False,False
2acc78d4,False,False,False,False,False,False,False,False,False,False,0,False,False
2b034622,False,False,False,False,False,False,False,False,False,False,0,False,False
2b06ad65,False,False,False,False,False,False,False,False,False,False,0,False,False
2b547943,False,False,False,False,False,False,False,False,False,False,0,False,False
2be5c96a,False,False,False,False,False,False,False,False,False,True,1,False,False
2bff06cf,False,False,False,False,False,False,False,True,False,False,1,False,False
2c0c4a4e,False,False,False,False,False,False,False,False,False,False,0,False,False
2cee0cba,False,False,False,False,False,False,False,False,False,True,1,False,False
2d0c268a,False,False,False,False,False,False,False,False,False,False,0,False,False
2d179ded,False,False,False,False,False,False,False,False,False,False,0,False,False
2d196986,False,False,False,False,False,False,False,False,False,False,0,False,False
2d2d0c6b,False,False,False,False,False,False,False,True,False,False,1,False,False
2d35f86d,False,False,False,False,False,False,False,False,False,False,0,False,False
2d9f6cb9,False,False,False,False,False,False,False,False,False,False,0,False,False
2ddad940,False,False,False,False,False,False,False,False,False,False,0,False,False
2e29e833,False,False,False,False,False,False,False,False,False,False,0,False,False
2e43c2ea,False,False,False,False,False,False,False,False,False,False,0,False,False
2e63d9de,False,False,False,False,False,False,False,False,False,False,0,False,False
2ee0235b,False,False,False,False,False,False,False,False,False,False,0,False,False
2f19d536,False,False,False,False,False,False,False,False,False,False,0,False,False
2f8e53c3,False,False,False,False,False,False,False,False,False,False,0,False,False
2fa01aa6,False,False,True,False,False,False,True,False,False,False,2,False,False
2fd68f7b,False,False,False,False,False,True,True,False,False,False,2,False,False
2fe023be,False,False,False,False,False,False,False,False,False,False,0,False,False
30d75030,False,False,False,False,False,True,True,False,False,False,2,False,False
310c71a5,False,False,False,False,False,False,False,False,False,False,0,False,False
32fe84c9,False,False,False,False,False,False,False,False,False,False,0,False,False
33c40295,False,False,False,False,False,False,False,True,False,False,1,False,False
3407f5bf,False,False,False,False,False,True,True,False,False,False,2,False,False
3417285d,False,False,False,False,False,False,False,False,False,False,0,False,False
347242c8,False,False,False,False,False,False,False,False,False,False,0,False,False
353e5502,False,False,False,False,False,False,False,False,False,True,1,False,False
357c12f9,False,False,False,False,False,False,False,False,False,False,0,False,False
3584a6eb,False,False,False,False,False,False,False,False,False,False,0,False,False
35b30c7f,True,True,False,False,False,False,False,False,False,False,2,False,False
35b3ef6a,False,False,False,False,False,False,True,False,False,False,1,False,False
367456ce,False,False,False,False,False,False,False,False,False,False,0,False,False
368131f9,False,False,False,False,False,False,False,True,False,False,1,False,False
368fe682,False,False,False,False,False,False,False,False,False,False,0,False,False
3690a146,False,False,False,False,False,False,False,False,False,False,0,False,False
37344c2a,False,False,False,False,False,False,False,False,False,False,0,False,False
373ef48b,False,False,False,False,False,False,False,False,False,False,0,False,False
374be387,True,True,False,False,False,False,False,False,False,False,2,False,False
37d36812,False,False,False,False,False,False,False,False,False,False,0,False,False
38991fd4,False,False,False,False,False,False,False,True,False,False,1,False,False
389ae58f,False,False,False,False,False,True,False,False,False,False,1,False,False
3932faa6,False,False,False,False,False,False,False,False,False,False,0,False,False
398dce4b,False,False,False,False,False,False,False,False,False,False,0,False,False
39b51819,False,False,False,False,False,False,False,False,False,False,0,False,False
3a0af893,False,False,False,False,False,False,False,False,False,False,0,False,False
3a223519,False,False,False,False,False,False,False,False,False,False,0,False,False
3a7dd95d,False,False,False,False,False,False,False,False,False,False,0,False,False
3a824aa7,False,False,False,False,False,False,False,False,False,False,0,False,False
3a86fe8d,False,False,False,False,False,False,False,False,False,False,0,False,False
3aaa2b30,False,False,False,False,False,False,False,False,False,False,0,False,False
3ac16ad0,False,False,False,False,False,False,False,False,False,False,0,False,False
3b21ea64,False,False,False,False,False,False,False,False,False,True,1,False,False
3bbe1f5d,False,False,False,False,False,False,False,False,False,False,0,False,False
3bfee975,False,False,False,False,False,False,False,False,False,False,0,False,False
3c3dbcbc,False,False,False,False,False,False,False,False,False,False,0,False,False
3d96d897,False,False,False,False,False,False,False,False,False,False,0,False,False
3df4b19e,False,False,False,False,False,False,False,False,False,False,0,False,False
3e011332,False,False,True,False,False,False,False,False,False,False,1,False,False
3e678ea7,False,False,False,False,False,False,False,False,False,False,0,False,False
3ef6372a,False,False,False,False,False,False,False,False,False,False,0,False,False
3ef98781,False,False,False,False,False,False,False,False,False,False,0,False,False
3f603129,False,False,False,False,False,False,False,False,False,False,0,False,False
404c4384,True,True,True,False,False,False,True,False,False,False,4,False,False
4121c517,False,False,False,False,False,False,False,False,False,False,0,False,False
41fb0192,False,False,False,False,False,False,False,False,False,False,0,False,False
42669188,False,False,False,False,False,False,False,False,False,True,1,False,False
42c538a1,False,False,False,False,False,False,False,False,False,False,0,False,False
43b06c70,False,False,False,False,False,False,False,False,False,False,0,False,False
43c7f85a,False,False,False,False,False,False,False,False,False,False,0,False,False
43e16325,False,False,False,False,False,True,True,False,False,False,2,False,False
44441e54,False,False,False,False,False,False,False,False,False,False,0,False,False
445af6c2,False,False,False,False,False,False,False,False,False,False,0,False,False
4463446c,False,False,False,False,False,False,False,False,False,False,0,False,False
44a94013,False,False,False,False,False,True,True,False,False,False,2,False,False
45fb3e21,False,False,False,False,False,False,True,False,False,False,1,False,False
460f859e,False,False,False,False,False,False,False,False,False,False,0,False,False
4630ab92,False,False,False,False,False,False,False,False,False,False,0,False,False
463c38f2,False,False,False,False,False,False,False,False,False,False,0,False,False
4654e7de,False,False,False,False,False,False,False,False,False,False,0,False,False
466fc788,False,False,False,False,False,False,False,False,False,False,0,False,False
46a301e9,True,True,False,False,False,False,False,False,False,True,3,False,False
46a7190b,False,False,False,False,False,False,False,False,False,False,0,False,False
46d24a09,False,False,False,False,False,False,False,False,False,False,0,False,False
46d41ff6,False,False,False,False,False,False,False,False,False,False,0,False,False
46dfcfca,False,False,False,False,False,True,True,False,False,False,2,False,False
47222616,False,False,False,False,False,False,False,False,False,False,0,False,False
47ee27ab,False,False,False,False,False,False,False,True,False,False,1,False,False
481de5fc,False,False,False,False,False,False,False,False,False,False,0,False,False
48c1f673,False,False,False,False,False,False,False,True,False,False,1,False,False
4936af16,False,False,False,False,False,False,False,False,False,False,0,False,False
493b5b31,False,False,False,False,False,False,False,False,False,True,1,False,False
49dbc14c,False,False,False,False,False,False,False,False,False,False,0,False,False
4a035ec2,False,False,True,False,False,False,True,False,False,False,2,False,False
4a335117,False,False,False,False,False,True,True,False,False,False,2,False,False
4a8ecc0b,False,False,False,False,False,False,False,False,False,False,0,False,False
4b462989,False,False,False,False,False,False,False,False,False,False,0,False,False
4b831d20,False,False,False,False,False,False,False,False,False,False,0,False,False
4c2208f5,False,False,False,False,False,False,False,False,False,True,1,False,False
4c3168cf,False,False,False,False,False,False,False,False,False,False,0,False,False
4c3df468,False,False,False,False,False,False,False,False,False,False,0,False,False
4caa7289,False,False,False,False,False,False,False,False,False,False,0,False,False
4cd1ac61,False,False,False,False,False,False,False,False,False,False,0,False,False
4cecf7b3,False,False,False,False,False,False,False,True,False,False,1,False,False
4ddde4c1,False,False,False,False,False,False,False,False,False,False,0,False,False
4e050c92,False,False,False,False,False,False,False,False,False,False,0,False,False
4ed93db6,False,False,False,False,False,False,False,False,False,False,0,False,False
4f3eb9e9,False,False,False,False,False,True,True,False,False,False,2,False,False
4f4ac5ce,False,False,False,False,False,False,False,False,False,True,1,False,False
4f4afcc6,False,False,False,False,False,False,False,False,False,False,0,False,False
4f69febf,False,False,False,False,False,False,False,False,False,False,0,False,False
4fbe9c06,False,False,False,False,False,False,False,True,False,False,1,False,False
504c8b08,False,False,False,False,False,False,False,False,False,False,0,False,False
511e1db0,False,False,False,False,False,False,False,False,False,False,0,False,False
512943b2,False,False,False,False,False,False,False,False,False,False,0,False,False
5138a660,False,False,False,False,False,False,False,False,False,False,0,False,False
516088b7,False,False,False,False,False,False,False,False,False,False,0,False,False
521a7819,False,False,False,False,False,False,False,True,False,False,1,False,False
5254b6db,False,False,False,False,False,False,False,False,False,False,0,False,False
529e88ca,False,False,False,False,False,False,False,False,False,False,0,False,False
52f1e77a,False,False,False,False,False,False,False,False,False,False,0,False,False
5305524b,False,False,False,False,False,False,False,False,False,False,0,False,False
53134831,False,False,False,False,False,False,False,False,False,False,0,False,False
5397ceb1,False,False,False,False,False,False,False,False,False,False,0,False,False
53f23031,True,True,False,False,False,False,False,False,False,False,2,False,False
543198e8,False,False,False,False,False,True,False,True,False,False,2,False,False
54753541,False,False,False,False,False,True,True,False,False,False,2,False,False
54a7e3c2,False,False,False,False,False,False,False,False,False,False,0,False,False
5542c301,False,False,False,False,False,False,False,True,False,False,1,False,False
5567d551,False,False,False,False,False,False,False,False,False,False,0,False,False
55efee7f,False,False,False,False,False,False,False,True,False,False,1,False,False
5663b2b7,False,False,False,False,False,False,False,False,False,False,0,False,False
5693dde2,False,False,False,False,False,False,False,False,False,False,0,False,False
56b00794,False,False,False,False,False,False,False,False,False,False,0,False,False
57796579,False,False,False,False,False,False,False,False,False,False,0,False,False
577eec7c,False,False,False,False,False,False,False,False,False,False,0,False,False
57f05c51,False,False,False,False,False,False,False,False,False,True,1,False,False
58850d2c,False,False,False,False,False,False,False,False,False,False,0,False,False
58fa8486,False,False,False,False,False,False,False,False,False,False,0,False,False
591cc951,False,False,False,False,False,False,False,True,False,False,1,False,False
593876b6,False,False,False,False,False,False,False,False,False,False,0,False,False
59f8b2e8,False,False,False,False,False,False,False,False,False,False,0,False,False
5a1a8fd8,False,False,False,False,False,False,False,False,False,False,0,False,False
5a5269a9,False,False,False,False,False,False,False,False,False,False,0,False,False
5a5d1982,False,False,False,False,False,False,False,True,False,False,1,False,False
5a63b5d1,False,False,False,False,False,False,False,False,False,False,0,False,False
5aa03df7,False,False,False,False,False,False,False,False,False,False,0,False,False
5aa403d0,False,False,False,False,False,False,False,False,False,False,0,False,False
5aef5c6c,False,False,False,False,False,False,True,False,False,True,2,False,False
5b7b6324,False,False,False,False,False,False,False,False,False,False,0,False,False
5bd25f59,False,False,False,False,False,False,False,False,False,False,0,False,False
5beded95,False,False,False,False,False,False,False,False,False,False,0,False,False
5cb483ac,False,False,False,False,False,False,False,False,False,False,0,False,False
5cdd8dbc,False,False,False,False,False,False,False,False,False,False,0,False,False
5d11dfb5,False,False,False,False,False,False,False,False,False,False,0,False,False
5d7198fd,False,False,False,False,False,False,False,False,False,False,0,False,False
5def1ce5,False,False,False,False,False,False,False,False,False,False,0,False,False
5eae34a8,False,False,False,False,False,False,False,False,False,True,1,False,False
5f4d2a52,False,False,False,False,False,True,True,False,False,False,2,False,False
5f6756c5,False,False,False,False,False,False,False,False,False,False,0,False,False
5f75f796,False,False,False,False,False,False,False,False,False,False,0,False,False
5fb1c15f,False,False,False,False,False,False,False,False,False,False,0,False,False
5fffa282,False,False,False,False,False,False,False,False,False,False,0,False,False
60e37807,False,False,True,False,False,False,False,False,False,False,1,False,False
61f27424,False,False,False,False,False,False,False,True,False,True,2,False,False
62569ae3,False,False,False,False,False,False,False,False,False,False,0,False,False
62a6f539,False,False,False,False,False,False,False,False,False,False,0,False,False
633774dc,False,False,False,False,False,False,False,False,False,False,0,False,False
63559d57,False,False,False,False,False,False,False,False,False,False,0,False,False
647f2a41,False,False,False,False,False,False,False,False,False,False,0,False,False
65156b96,False,False,False,False,False,False,False,False,False,False,0,False,False
653612bc,False,False,False,False,False,False,False,False,False,False,0,False,False
656a067b,False,False,False,False,False,False,False,False,False,False,0,False,False
65a5466a,False,False,False,False,False,False,False,False,False,False,0,False,False
660d9546,False,False,False,False,False,False,False,False,False,False,0,False,False
6767c111,False,False,False,False,False,False,False,False,False,True,1,False,False
67847288,False,False,False,False,False,False,False,True,False,False,1,False,False
67a8da4a,False,False,False,False,False,False,False,False,False,False,0,False,False
684a6fc1,True,True,False,False,False,False,False,False,False,False,2,False,False
698930d1,False,False,False,False,False,False,False,False,False,False,0,False,False
699ea575,False,False,False,False,False,False,False,False,False,False,0,False,False
69c1bdad,False,False,True,False,False,False,False,False,False,False,1,False,False
69e41fa6,False,False,False,False,False,False,False,False,False,False,0,False,False
6a0ff78e,False,False,False,False,False,False,False,False,False,False,0,False,False
6a8fa194,False,False,False,False,False,False,False,False,False,False,0,False,False
6ae68655,False,False,False,False,False,False,False,False,False,False,0,False,False
6d1d74e1,False,False,False,False,False,False,False,False,False,False,0,False,False
6d590e26,False,False,False,False,False,False,False,False,False,False,0,False,False
6d6d93af,False,False,False,False,False,False,False,False,False,False,0,False,False
6dbe4b60,False,False,False,False,False,False,False,False,False,False,0,False,False
6e6d122c,False,False,False,False,False,False,False,False,False,False,0,False,False
6e9ccd38,False,True,False,False,False,False,False,False,False,False,1,False,False
6ea22614,False,False,False,False,False,False,False,False,False,False,0,False,False
6ede926a,False,False,False,False,False,False,False,True,False,False,1,False,False
708caea9,False,False,False,False,False,True,False,False,False,False,1,False,False
70925e23,False,False,False,False,False,False,False,False,False,False,0,False,False
70e1788b,True,True,False,False,False,False,False,False,False,False,2,False,False
71642c7d,False,False,False,False,False,False,False,False,False,False,0,False,False
71ccf778,False,False,True,False,False,False,False,False,False,False,1,False,False
7224331b,False,False,False,False,False,False,False,False,False,False,0,False,False
722cf0d8,False,False,False,False,False,False,False,False,False,False,0,False,False
7256229b,False,False,False,False,False,False,False,False,False,False,0,False,False
726f3dc2,False,False,False,False,False,False,False,False,False,False,0,False,False
7271dd80,False,False,False,False,False,False,False,False,False,False,0,False,False
727a3a10,False,False,False,False,False,False,False,False,False,True,1,False,False
729665c0,False,False,False,False,False,False,False,True,False,False,1,False,False
729e9750,False,False,False,False,False,False,False,False,False,False,0,False,False
729f4217,False,False,False,False,False,False,False,False,False,False,0,False,False
72dd8501,False,False,False,False,False,False,False,False,False,False,0,False,False
73348914,False,False,False,False,False,False,False,False,False,False,0,False,False
739a914f,False,False,False,False,False,False,False,True,False,False,1,False,False
73b1447d,False,False,False,False,False,False,False,False,False,False,0,False,False
74b6186b,False,False,False,False,False,False,False,False,False,False,0,False,False
75c20ec7,False,False,False,False,False,False,False,False,False,False,0,False,False
75cd5f11,False,False,False,False,False,False,False,False,False,False,0,False,False
75d20a82,False,False,False,False,False,False,False,False,False,False,0,False,False
76201745,False,False,False,False,False,False,False,False,False,True,1,False,False
764072a5,False,False,False,False,False,False,False,False,False,False,0,False,False
77b0d905,False,False,False,False,False,False,False,False,False,False,0,False,False
77e4821c,False,False,False,False,False,False,False,False,False,False,0,False,False
7850c72e,False,False,False,False,False,False,False,False,False,False,0,False,False
78a4a386,False,False,False,False,True,False,False,False,True,False,2,False,False
79507629,False,False,False,False,False,False,False,False,False,False,0,False,False
796dbd4c,False,False,False,False,False,False,False,False,False,False,0,False,False
7987f2f2,False,False,False,False,False,False,False,False,False,False,0,False,False
7993a768,False,False,False,False,False,False,False,False,False,False,0,False,False
7a5660b0,False,False,False,False,False,False,False,False,False,False,0,False,False
7acda2df,False,False,False,False,False,False,False,False,False,False,0,False,False
7b2c7b3c,False,False,False,False,False,False,False,False,False,False,0,False,False
7b38844c,False,False,False,False,False,False,False,False,False,False,0,False,False
7bb17b96,False,False,False,False,False,False,False,False,False,False,0,False,False
7c607683,False,False,False,False,False,False,False,True,False,False,1,False,False
7cbbd047,False,False,False,False,False,False,False,False,False,False,0,False,False
7cd4bb31,False,False,False,False,False,False,False,False,False,False,0,False,False
7d50373e,False,False,False,False,False,False,False,False,False,False,0,False,False
7d57c75d,False,False,False,False,False,False,False,True,False,True,2,False,False
7e208414,False,False,False,False,False,False,False,False,False,False,0,False,False
7e721392,False,False,False,False,False,True,False,False,False,False,1,False,False
7ff89f8f,False,False,False,False,False,False,False,False,False,False,0,False,False
8050c789,False,False,False,False,False,False,False,True,False,False,1,False,False
807f0298,False,False,False,False,False,False,False,False,False,False,0,False,False
811f52b3,False,False,False,False,False,False,False,False,False,False,0,False,False
81bf5923,False,False,False,False,False,False,True,True,False,False,2,False,False
81fc01c6,False,False,False,False,False,False,False,False,False,False,0,False,False
8255c867,False,False,False,False,False,True,True,False,False,False,2,False,False
82aab6d2,False,False,False,False,False,False,False,False,False,True,1,False,False
82fcf37c,False,False,False,False,False,False,False,False,False,False,0,False,False
833af382,False,False,False,False,False,False,False,True,False,False,1,False,False
8382f4b6,False,False,False,False,False,True,True,False,False,False,2,False,False
84633df4,False,False,False,False,False,False,False,False,False,False,0,False,False
8478df29,False,False,False,False,False,False,False,False,False,False,0,False,False
84815d5a,False,False,False,False,False,False,False,False,False,False,0,False,False
84c3b497,False,False,False,False,False,False,False,False,False,False,0,False,False
85380836,False,False,False,False,False,False,False,True,False,False,1,False,False
8612b37f,False,False,False,False,False,False,False,False,False,False,0,False,False
861e71df,False,False,False,False,False,False,False,False,False,False,0,False,False
86454a6f,False,False,False,False,False,True,True,False,True,False,3,False,False
8648abae,False,False,False,False,False,False,False,False,False,False,0,False,False
865033f8,False,False,False,False,False,False,False,False,False,False,0,False,False
87695469,False,False,False,False,False,False,False,False,False,False,0,False,False
877ed19c,False,False,False,False,False,False,False,False,False,False,0,False,False
87aa3730,False,False,False,False,False,False,False,False,False,False,0,False,False
884ecb5f,False,False,False,False,False,False,False,False,False,False,0,False,False
8902c3f6,False,False,False,False,False,False,False,False,False,False,0,False,False
896d15b9,False,False,False,False,False,False,False,False,False,False,0,False,False
8995c945,False,False,False,False,False,False,False,False,False,False,0,False,False
89969c7a,False,False,False,False,False,False,False,False,False,False,0,False,False
89f1085d,False,False,False,False,False,False,False,False,False,False,0,False,False
89f36adf,False,False,False,False,False,False,False,True,False,False,1,False,False
89fdb2f2,False,False,True,False,False,False,False,False,False,False,1,False,False
8a3da6d1,False,False,False,False,False,False,False,False,False,False,0,False,False
8a89da23,False,False,False,False,False,False,False,False,False,False,0,False,False
8a9c8932,False,False,False,False,False,False,False,False,False,False,0,False,False
8ac2f237,False,False,False,False,False,True,False,False,False,False,1,False,False
8b12bab6,False,False,False,False,False,False,False,False,False,False,0,False,False
8b5be31b,False,False,False,False,False,False,False,False,False,False,0,False,False
8b95d6d1,True,False,False,False,False,False,False,False,False,False,1,False,False
8b9d8326,False,False,False,False,False,False,False,True,False,False,1,False,False
8bb9c1e6,False,False,False,False,False,False,False,False,False,False,0,False,False
8bda1a11,False,False,False,False,False,False,False,False,False,False,0,False,False
8bfa881d,False,False,False,False,False,True,True,False,False,False,2,False,False
8c167025,False,False,False,False,False,False,False,True,False,False,1,False,False
8c8348e8,False,False,False,False,False,False,False,False,False,False,0,False,False
8cc21f01,False,False,False,False,False,False,False,False,False,False,0,False,False
8cc800b3,False,False,False,False,False,False,False,False,False,False,0,False,False
8d5d46d7,False,False,False,False,False,False,False,False,False,False,0,False,False
8d92cb49,False,False,False,False,False,False,False,False,False,False,0,False,False
8f201368,False,False,False,False,False,False,False,True,False,False,1,False,False
90386ee4,False,False,False,False,False,False,False,False,False,False,0,False,False
91abc4c7,False,False,False,False,False,False,False,False,False,False,0,False,False
91b301ce,False,False,False,False,False,True,True,False,False,False,2,False,False
91db7070,False,False,False,False,False,True,True,False,False,False,2,False,False
