Well_ID,Horizontal_Rows_IQR_outlier,Prediction_Horizon_MD_IQR_outlier,Prediction_Percentage_IQR_outlier,GR_Missing_Percentage_IQR_outlier,Horizontal_TVT_Range_IQR_outlier,Abs_Delta_TVT_IQR_outlier,TVT_Change_Per_MD_IQR_outlier,Longest_GR_Missing_Run_IQR_outlier,Pred_Coverage_Lower_Margin_IQR_outlier,Pred_Coverage_Upper_Margin_IQR_outlier,IQR_Outlier_Count,Coverage_Issue,Internal_Gap_Flag,Typewell_Rows,Horizontal_Rows,Known_Rows,Prediction_Rows,Prediction_Percentage,Prediction_Start_MD,Last_Known_MD,Last_Known_TVT,Final_TVT,Delta_TVT_LastKnown_to_Final,Abs_Delta_TVT,Prediction_Horizon_MD,TVT_Change_Per_MD,Clean_Prediction_Boundary,Unexpected_Internal_Gaps,TVT_Input_Matches_TVT,MD_Min,MD_Max,Median_MD_Step,MD_Is_Monotonic,X_Min,X_Max,Y_Min,Y_Max,Z_Min,Z_Max,Typewell_TVT_Min,Typewell_TVT_Max,Typewell_TVT_Range,Typewell_GR_Min,Typewell_GR_Max,Median_Typewell_TVT_Step,Typewell_TVT_Is_Monotonic,Horizontal_TVT_Min,Horizontal_TVT_Max,Horizontal_TVT_Range,Pred_Region_TVT_Min,Pred_Region_TVT_Max,Coverage_Lower_Margin,Coverage_Upper_Margin,Pred_Coverage_Lower_Margin,Pred_Coverage_Upper_Margin,Typewell_Covers_Horizontal_TVT,Typewell_Covers_Prediction_TVT,Coverage_Category,GR_Missing_Percentage,Prediction_GR_Missing_Percentage,Longest_GR_Missing_Run,Geology_Missing_Percentage,Formation_Missing_Percentage,Z_TVT_Correlation,GR_TVT_Correlation,Prefix_Slope_Last_10,Prefix_Slope_Last_50,Prefix_Slope_Last_100,Typewell_Duplicate_Rows,Horizontal_Duplicate_Rows
f6d009f4,False,False,False,False,False,True,True,False,False,True,3,False,False,2251,8003,1288,6715,83.90603523678621,11254.0,11253.0,11001.490000000002,11085.22,83.72999999999774,83.72999999999774,6714.0,0.012470956210902256,True,False,True,9966.0,17968.0,1.0,True,3005639.6,3009377.95,1135426.87,1141857.53,-8872.32,-7918.34,9997.45,11122.45,1125.0,38.91,277.72,0.5,True,10009.81,11086.25,1076.4400000000005,11001.77,11086.25,12.359999999998763,36.20000000000073,1004.3199999999997,36.20000000000073,True,True,complete,28.97663376233912,32.315711094564406,16,49.933362949800085,0.0,-0.7166631981148275,-0.21775772955315065,0.27957575757574477,0.3220211284513848,0.3577182718271796,0,0
03a935ae,False,False,False,False,False,True,True,False,False,False,2,False,False,1616,4430,1644,2786,62.88939051918736,13952.0,13951.0,12792.17,12742.570000000002,-49.599999999998545,49.599999999998545,2785.0,-0.017809694793536283,True,False,True,12308.0,16737.0,1.0,True,3032648.63,3036280.49,1087844.62,1089694.83,-10780.86,-10154.55,12179.95,12987.45,807.5,21.06,214.25,0.5,True,12192.18,12837.98,645.7999999999993,12738.58,12792.15,12.229999999999563,149.47000000000116,558.6299999999992,195.3000000000011,True,True,complete,3.9503386004514676,4.0559942569992815,3,49.81435643564357,16.666666666666664,-0.9657639965656768,-0.1483413382819877,-0.019999999999961045,-0.019527010804288755,-0.02025946594659102,0,0
0dc5e64d,False,False,False,False,False,True,True,False,False,False,2,False,False,1573,6191,1312,4879,78.80794701986756,12104.0,12103.0,10861.64,10915.05,53.409999999999854,53.409999999999854,4878.0,0.010949159491594886,True,False,True,10792.0,16982.0,1.0,True,3011083.23,3015095.45,1119880.25,1124184.88,-9535.45,-8694.01,10336.45,11122.45,786.0,38.91,273.82,0.5,True,10348.58,10915.05,566.4699999999993,10849.09,10915.05,12.1299999999992,207.40000000000146,512.6399999999994,207.40000000000146,True,True,complete,1.1145210789856244,1.1477761836441895,2,28.35346471710108,0.0,-0.9001447394290848,-0.5650024202405554,0.008545454545524078,0.006710204081670127,-0.018922172217213463,0,0
19137a89,False,False,False,False,False,False,False,True,False,True,2,False,False,1572,7958,1691,6267,78.75094244785123,11748.0,11747.0,11041.54,11081.28,39.73999999999978,39.73999999999978,6266.0,0.006342164060006349,True,False,True,10057.0,18014.0,1.0,True,3003732.7,3004117.7,1128863.24,1136260.65,-9003.44,-8010.82,10336.95,11122.45,785.5,38.91,273.82,0.5,True,10349.41,11082.56,733.1499999999996,11041.570000000002,11082.56,12.459999999999127,39.89000000000124,704.6200000000008,39.89000000000124,True,True,complete,8.16788137723046,5.712462103079623,205,28.30788804071247,0.0,-0.917421741946333,0.31494699461327924,0.02757575757587087,0.0278977190875954,0.02728616861686641,0,0
1b1eba53,False,False,False,False,False,True,True,False,False,False,2,False,False,2414,6710,2055,4655,69.37406855439643,13875.0,13874.0,12726.15,12797.1,70.95000000000073,70.95000000000073,4654.0,0.015244950580146268,True,False,True,11820.0,18529.0,1.0,True,3033334.8,3037883.27,1094329.82,1098329.1,-10742.93,-9720.69,11780.95,12987.45,1206.5,21.06,218.7,0.5,True,11793.02,12825.070000000002,1032.050000000001,12726.19,12825.070000000002,12.069999999999709,162.3799999999992,945.2399999999998,162.3799999999992,True,True,complete,14.023845007451566,16.305048335123523,7,66.40430820215411,16.666666666666664,-0.9927484117033571,-0.10923340218173304,0.03551515151504607,0.024006242496967835,0.017305730573046036,0,0
206b6193,False,False,False,False,False,True,True,False,False,False,2,False,False,1776,8568,2033,6535,76.27217553688142,12691.0,12690.0,11456.55,11386.48,-70.06999999999971,70.06999999999971,6534.0,-0.010723905723905679,True,False,True,10658.0,19225.0,1.0,True,2976356.37,2981701.01,1092917.8,1098929.02,-9178.77,-8438.59,10707.42,11594.55,887.1299999999992,27.21,224.46,0.5,True,10719.490000000002,11472.14,752.6499999999978,11386.48,11456.55,12.070000000001528,122.40999999999985,679.0599999999995,138.0,True,True,complete,3.6998132586367882,4.100994644223412,9,30.292792792792795,0.0,-0.808727344263485,-0.2975893617937423,-0.0024848484851582274,-0.00053685474190987,0.001198199819981264,0,0
230eaaa3,False,False,False,False,False,True,True,False,False,False,2,False,False,2184,6451,1761,4690,72.70190668113472,12149.0,12148.0,11430.25,11484.240000000002,53.9900000000016,53.9900000000016,4689.0,0.011514182128385925,True,False,True,10388.0,16838.0,1.0,True,2980760.72,2984669.51,1096255.23,1100601.55,-9217.36,-8160.15,10503.42,11594.55,1091.1299999999992,27.21,224.46,0.5,True,10515.75,11484.240000000002,968.4900000000016,11400.87,11484.240000000002,12.329999999999927,110.30999999999767,897.4500000000007,110.30999999999767,True,True,complete,18.245233297163228,18.891257995735607,10,43.315018315018314,0.0,-0.9775068014866448,-0.43070396692503604,-0.01096969696958075,-0.01087827130852131,-0.010429402940290959,0,0
2ac7cb6b,False,False,False,False,False,True,True,False,False,False,2,False,False,1370,6451,1461,4990,77.35234847310495,11885.0,11884.0,10880.73,10834.09,-46.63999999999942,46.63999999999942,4989.0,-0.009348566847063424,True,False,True,10424.0,16874.0,1.0,True,2992034.11,2993987.4,1121640.59,1127513.52,-8765.09,-8267.8,10336.820000000002,11021.27,684.4499999999989,30.96,207.46,0.5,True,10349.29,10899.91,550.619999999999,10834.09,10899.91,12.469999999999345,121.36000000000058,497.2699999999986,121.36000000000058,True,True,complete,4.1543946674934125,3.9679358717434865,3,15.255474452554745,0.0,-0.6128093328129085,0.055683302351229896,0.0014545454550770193,-0.00184249699886339,-0.004040624062419187,0,0
2fa01aa6,False,False,True,False,False,False,True,False,False,False,2,False,False,1878,3860,1686,2174,56.32124352331607,13745.0,13744.0,12716.09,12683.71,-32.38000000000102,32.38000000000102,2173.0,-0.014901058444547179,True,False,True,12059.0,15918.0,1.0,True,3022072.71,3024142.09,1085497.61,1088136.67,-10705.04,-9919.41,11936.34,12874.68,938.3400000000001,27.93,198.11,0.5,True,11948.71,12736.570000000002,787.8600000000024,12683.71,12717.95,12.369999999998981,138.10999999999876,747.369999999999,156.72999999999956,True,True,complete,26.709844559585495,39.69641214351426,12,38.498402555910545,0.0,-0.9807277389670715,-0.46394993010236846,-0.007636363636008391,-0.015662424969989326,-0.017081728172824544,0,0
2fd68f7b,False,False,False,False,False,True,True,False,False,False,2,False,False,1782,6381,1651,4730,74.1263124902053,11725.0,11724.0,10810.63,10874.39,63.76000000000022,63.76000000000022,4729.0,0.01348276591245511,True,False,True,10074.0,16454.0,1.0,True,2997402.82,2999343.73,1122326.53,1127840.23,-9018.9,-7986.83,10066.1,10956.570000000002,890.4700000000012,22.9,177.14999999999998,0.5,True,10078.54,10885.76,807.2199999999993,10809.77,10885.76,12.44000000000051,70.81000000000131,743.6700000000001,70.81000000000131,True,True,complete,56.260774173327064,61.395348837209305,34,34.17508417508417,0.0,-0.9592275963710356,-0.1266718737339199,-0.01727272727259181,-0.019628811524571667,-0.019324932493259096,0,0
30d75030,False,False,False,False,False,True,True,False,False,False,2,False,False,1448,5009,1605,3404,67.95767618287083,12183.0,12182.0,10885.83,10839.88,-45.95000000000073,45.95000000000073,3403.0,-0.013502791654422782,True,False,True,10578.0,15586.0,1.0,True,2991714.42,2992012.21,1113862.7,1118597.6,-8936.25,-8418.21,10297.83,11021.27,723.4400000000005,30.96,207.46,0.5,True,10310.21,10893.27,583.0600000000013,10839.88,10893.27,12.3799999999992,128.0,542.0499999999993,128.0,True,True,complete,17.448592533439808,19.829612220916566,7,19.82044198895028,0.0,-0.8469594955824981,0.03932413940733062,0.05775757575741552,0.054507563025212556,0.05758001800179674,0,0
3407f5bf,False,False,False,False,False,True,True,False,False,False,2,False,False,1529,5309,1671,3638,68.52514597852702,12084.0,12083.0,11008.05,10939.11,-68.93999999999869,68.93999999999869,3637.0,-0.018955182843002114,True,False,True,10413.0,15721.0,1.0,True,2928499.02,2931661.08,1051855.18,1055640.54,-9057.91,-8302.12,10381.37,11145.28,763.9099999999999,23.41,153.88,0.5,True,10393.87,11025.52,631.6499999999996,10939.11,11008.02,12.5,119.76000000000022,557.7399999999998,137.26000000000022,True,True,complete,40.72330005650782,46.01429356789445,16,23.479398299542183,0.0,-0.933946513980938,-0.181046244183731,-0.03327272727267563,-0.03665450180071768,-0.032163396339628135,0,0
35b30c7f,True,True,False,False,False,False,False,False,False,False,2,False,False,3179,11270,1691,9579,84.9955634427684,11784.0,11783.0,11002.62,10986.04,-16.579999999999927,16.579999999999927,9578.0,-0.0017310503236583762,True,False,True,10093.0,21362.0,1.0,True,2949953.63,2956979.61,1071659.92,1079680.74,-9037.71,-7866.5,10341.95,11136.45,794.5,24.82,207.12,0.25,True,10354.33,11005.45,651.1200000000008,10970.94,11005.45,12.3799999999992,131.0,628.9899999999998,131.0,True,True,complete,42.56433007985803,44.388767094686294,18,28.247876690783265,0.0,-0.8103898529692954,-0.30726395695365943,0.02430303030337357,0.02906362545020854,0.02779279927992471,0,0
374be387,True,True,False,False,False,False,False,False,False,False,2,False,False,1955,11802,1837,9965,84.43484155227927,11917.0,11916.0,10711.58,10702.56,-9.020000000000437,9.020000000000437,9964.0,-0.0009052589321558045,True,False,True,10080.0,21881.0,1.0,True,2868947.04,2876358.29,1025825.95,1034303.06,-8699.55,-7901.719999999999,9868.45,10845.45,977.0,22.7,209.56,0.5,True,9880.94,10721.320000000002,840.380000000001,10697.41,10721.320000000002,12.489999999999782,124.1299999999992,828.9599999999991,124.1299999999992,True,True,complete,59.09167937637688,60.87305569493226,15,34.68030690537084,0.0,-0.7288436454052873,-0.22384625788021031,0.03672727272708431,0.040056662665023245,0.027288688868892873,0,0
43e16325,False,False,False,False,False,True,True,False,False,False,2,False,False,2417,5845,2125,3720,63.64414029084687,12395.0,12394.0,10952.1,11036.23,84.1299999999992,84.1299999999992,3719.0,0.022621672492605324,True,False,True,10270.0,16114.0,1.0,True,2927209.0,2931178.75,1047305.97,1050708.5,-9252.16,-8192.86,9937.5,11145.28,1207.7800000000007,23.41,191.1,0.5,True,9949.65,11036.23,1086.58,10951.75,11036.23,12.149999999999636,109.05000000000109,1014.25,109.05000000000109,True,True,complete,17.69033361847733,16.048387096774196,10,51.59288374017377,0.0,-0.996942632091244,-0.41880754563821226,-0.007575757575270903,-0.00900216086435295,-0.005965976597646468,0,0
