Well_ID,Horizontal_Rows,Known_Rows,Prediction_Rows,Prediction_Percentage,Prediction_Start_MD,Last_Known_TVT,Prediction_Horizon_MD,Clean_Prediction_Boundary,Unexpected_Internal_Gaps,TVT_Input_Matches_TVT
0a57a29c,7194,1373,5821,80.91465109813734,12085.0,11195.4,5820.0,True,False,True
0bbf5e67,6031,1733,4298,71.26513016083568,11953.0,10947.13,4297.0,True,False,True
0be01c24,6385,1647,4738,74.2051683633516,12441.0,11306.28,4737.0,True,False,True
0c1b160c,6714,1660,5054,75.2755436401549,12102.0,11159.320000000002,5053.0,True,False,True
0d99f8e4,7522,1699,5823,77.41292209518745,12133.0,11199.34,5822.0,True,False,True
0dc5e64d,6191,1312,4879,78.80794701986756,12104.0,10861.64,4878.0,True,False,True
0dc835f3,5279,851,4428,83.87952263686304,11509.0,10687.83,4427.0,True,False,True
0dd99dc5,9182,1840,7342,79.96079285558702,13715.0,12581.48,7341.0,True,False,True
0e5e560d,4896,1643,3253,66.44199346405229,12208.0,11012.59,3252.0,True,False,True
109d9d70,5851,1636,4215,72.03896769782942,13642.0,12228.18,4214.0,True,False,True
10a1281a,7353,1744,5609,76.28178974568203,12341.0,11257.52,5608.0,True,False,True
10b89021,7166,1752,5414,75.55121406642479,13176.0,12141.92,5413.0,True,False,True
10be2420,5203,1932,3271,62.8675763982318,11918.0,10823.21,3270.0,True,False,True
113011eb,4561,1289,3272,71.73865380399035,13383.0,12534.83,3271.0,True,False,True
1131525f,5548,1389,4159,74.96395097332372,12105.0,11290.35,4158.0,True,False,True
11d0f5ac,6378,1495,4883,76.56005017246785,11932.0,10917.26,4882.0,True,False,True
12203f2a,4991,1730,3261,65.33760769384894,12854.0,12031.41,3260.0,True,False,True
122bd617,6408,1838,4570,71.31710362047441,11785.0,10813.01,4569.0,True,False,True
125be846,8033,1523,6510,81.04070708328146,12227.0,11459.09,6509.0,True,False,True
1285a37b,7403,1806,5597,75.60448466837768,13812.0,12755.8,5596.0,True,False,True
1295a25b,7037,1486,5551,78.88304675287765,12548.0,11752.77,5550.0,True,False,True
12f0cd90,7431,1484,5947,80.02960570582694,12294.0,11394.42,5946.0,True,False,True
137d1e44,6313,1759,4554,72.1368604466973,13650.0,12750.83,4553.0,True,False,True
13ce113d,4875,1909,2966,60.84102564102564,11905.0,11186.15,2965.0,True,False,True
13f598d9,8934,1628,7306,81.7774792925901,13621.0,12518.61,7305.0,True,False,True
14a53cb3,8780,1861,6919,78.80410022779043,12288.0,11180.84,6918.0,True,False,True
14ab73fb,5279,1630,3649,69.12293995074825,12310.0,11311.54,3648.0,True,False,True
14ad5efb,7352,1510,5842,79.4613710554951,12364.0,11404.28,5841.0,True,False,True
14fee784,6406,1496,4910,76.64689353730877,11813.0,10880.95,4909.0,True,False,True
153552f5,6498,1803,4695,72.25300092336103,13052.0,12085.88,4694.0,True,False,True
1550491d,5929,1366,4563,76.9607016360263,12812.0,11383.7,4562.0,True,False,True
155887bb,7062,1477,5585,79.08524497309544,12962.0,12294.490000000002,5584.0,True,False,True
1590af81,5231,1432,3799,72.62473714394953,12751.0,11446.95,3798.0,True,False,True
15e154a1,7699,1631,6068,78.8154305753994,11953.0,10928.69,6067.0,True,False,True
1619e2ca,6002,1559,4443,74.02532489170277,12678.0,11455.88,4442.0,True,False,True
16e4a047,5684,1553,4131,72.67769176636172,12909.0,12014.59,4130.0,True,False,True
173ed841,6530,1647,4883,74.77794793261869,13853.0,12724.83,4882.0,True,False,True
1770d7c6,9121,1881,7240,79.37726126521216,13855.0,12579.06,7239.0,True,False,True
177622d7,4699,1545,3154,67.12066397105767,13327.0,12294.39,3153.0,True,False,True
18d24f7b,6260,1702,4558,72.81150159744409,12334.0,11207.68,4557.0,True,False,True
19137a89,7958,1691,6267,78.75094244785123,11748.0,11041.54,6266.0,True,False,True
1944513c,6599,1877,4722,71.55629640854674,12737.0,11312.41,4721.0,True,False,True
197f8a5a,8248,1938,6310,76.50339476236664,11997.0,10949.52,6309.0,True,False,True
19871e7f,7152,1859,5293,74.00727069351231,13597.0,12553.16,5292.0,True,False,True
198a5607,8094,1843,6251,77.23004694835682,12134.0,11166.35,6250.0,True,False,True
19fb4f7b,7923,2303,5620,70.93272750220876,13999.0,12766.14,5619.0,True,False,True
1a518997,6544,1938,4606,70.38508557457213,12316.0,11200.63,4605.0,True,False,True
1a68190b,6502,2028,4474,68.80959704706244,14132.0,12793.43,4473.0,True,False,True
1a730ac2,6049,1444,4605,76.12828566705241,12699.0,11387.92,4604.0,True,False,True
1aaf1da0,6321,1517,4804,76.00063281126404,12887.0,11897.740000000002,4803.0,True,False,True
1b08ed48,7175,1557,5618,78.29965156794425,13135.0,12122.9,5617.0,True,False,True
1b1c5372,5792,1531,4261,73.56698895027624,11918.0,10870.68,4260.0,True,False,True
1b1eba53,6710,2055,4655,69.37406855439643,13875.0,12726.15,4654.0,True,False,True
1b6ba517,8611,2014,6597,76.6113111136918,13404.0,12061.48,6596.0,True,False,True
1b82b665,5364,1558,3806,70.9545115585384,11761.0,10845.95,3805.0,True,False,True
1bcb2fcf,6202,1678,4524,72.944211544663,13415.0,12555.66,4523.0,True,False,True
1beca81d,6650,1614,5036,75.72932330827068,12247.0,11368.71,5035.0,True,False,True
1d3fbf02,4252,1558,2694,63.35841956726247,12498.0,11761.8,2693.0,True,False,True
1d78281a,6810,1861,4949,72.67254038179148,13800.0,12780.2,4948.0,True,False,True
1e30dedf,5474,1403,4071,74.36974789915966,11728.0,10651.68,4070.0,True,False,True
1e5e3573,7126,1646,5480,76.90148751052483,13088.0,12215.14,5479.0,True,False,True
1f9afacb,7054,1726,5328,75.5316132690672,13067.0,11951.83,5327.0,True,False,True
1fdbba44,6333,1422,4911,77.54618664140219,13847.0,12803.78,4910.0,True,False,True
1fee2b62,6323,1682,4641,73.39870314724023,13253.0,12510.64,4640.0,True,False,True
20096916,6880,1747,5133,74.60755813953487,13000.0,11891.11,5132.0,True,False,True
200d233d,5896,1970,3926,66.5875169606513,13344.0,12039.88,3925.0,True,False,True
201661b5,8136,2181,5955,73.19321533923303,13846.0,12188.4,5954.0,True,False,True
203721ab,7235,1505,5730,79.19834139599172,12080.0,11200.73,5729.0,True,False,True
20402d71,7930,1558,6372,80.3530895334174,11917.0,10966.39,6371.0,True,False,True
2043abc5,8513,1555,6958,81.73381886526488,12415.0,11420.990000000002,6957.0,True,False,True
204cc64b,6454,1649,4805,74.44995351719864,13667.0,12558.35,4804.0,True,False,True
206b6193,8568,2033,6535,76.27217553688142,12691.0,11456.55,6534.0,True,False,True
2075c696,5580,2392,3188,57.1326164874552,12125.0,11192.35,3187.0,True,False,True
22c5f93f,6919,1747,5172,74.75068651539239,12905.0,11871.94,5171.0,True,False,True
230eaaa3,6451,1761,4690,72.70190668113472,12149.0,11430.25,4689.0,True,False,True
2364716c,6093,1777,4316,70.83538486788117,11966.0,10967.56,4315.0,True,False,True
23b9beb0,8790,1450,7340,83.50398179749715,12551.0,11391.0,7339.0,True,False,True
24d8997e,5188,1746,3442,66.34541249036238,12111.0,11183.39,3441.0,True,False,True
25050f63,7155,1031,6124,85.59049615653389,11299.0,10929.05,6123.0,True,False,True
25939962,6071,1752,4319,71.14149234063582,13371.0,12257.09,4318.0,True,False,True
25fd32b3,4546,1661,2885,63.46238451385834,12212.0,11185.4,2884.0,True,False,True
261785ee,5512,1866,3646,66.14658925979681,12499.0,11319.490000000002,3645.0,True,False,True
264feceb,7408,1743,5665,76.47138228941685,12340.0,11199.93,5664.0,True,False,True
26623a50,7479,1744,5735,76.68137451530953,12612.0,11385.69,5734.0,True,False,True
26d3a96a,6465,1744,4721,73.02397525135345,13762.0,12631.820000000002,4720.0,True,False,True
272abef3,5682,1547,4135,72.77367124252024,12672.0,11446.94,4134.0,True,False,True
27300fd5,7386,1919,5467,74.01841321418901,13818.0,12560.42,5466.0,True,False,True
276b012a,6291,1454,4837,76.88761723096486,13529.0,12406.78,4836.0,True,False,True
27c3155b,6941,1983,4958,71.43062959227777,13672.0,12756.02,4957.0,True,False,True
27ebb9b9,7651,1885,5766,75.36269768657692,13330.0,11934.83,5765.0,True,False,True
283269ac,4567,1941,2626,57.49945259470112,12357.0,11451.62,2625.0,True,False,True
28473855,6620,2330,4290,64.8036253776435,12491.0,10982.9,4289.0,True,False,True
28f4eda9,6824,1558,5266,77.16881594372802,12138.0,10928.38,5265.0,True,False,True
29b24409,7417,1830,5587,75.326951597681,12360.0,11201.320000000002,5586.0,True,False,True
29de15c8,5164,1733,3431,66.44074360960495,12820.0,11990.59,3430.0,True,False,True
2ab29395,3325,1473,1852,55.69924812030075,13099.0,12213.59,1851.0,True,False,True
2ac7cb6b,6451,1461,4990,77.35234847310495,11885.0,10880.73,4989.0,True,False,True
2acc78d4,6109,1843,4266,69.83139630054018,12989.0,11861.61,4265.0,True,False,True
2b034622,6761,1558,5203,76.95607158704334,11049.0,10071.9,5202.0,True,False,True
2b06ad65,5706,1450,4256,74.58815282159131,12725.0,11952.52,4255.0,True,False,True
2b547943,5131,1651,3480,67.82303644513739,12912.0,12209.62,3479.0,True,False,True
2be5c96a,5753,1543,4210,73.17921084651486,12796.0,11797.61,4209.0,True,False,True
2bff06cf,9174,1550,7624,83.10442555046872,11636.0,11004.13,7623.0,True,False,True
2c0c4a4e,6719,1929,4790,71.29037059086174,12185.0,10963.62,4789.0,True,False,True
2cee0cba,7335,1835,5500,74.98295841854124,12037.0,11231.11,5499.0,True,False,True
2d0c268a,6289,1739,4550,72.34854507870885,12409.0,11325.79,4549.0,True,False,True
2d179ded,9225,2217,7008,75.96747967479675,11912.0,10698.47,7007.0,True,False,True
2d196986,8316,1842,6474,77.84992784992785,12289.0,11202.46,6473.0,True,False,True
2d2d0c6b,6967,1922,5045,72.41280321515717,12230.0,11193.320000000002,5044.0,True,False,True
2d35f86d,6628,1732,4896,73.86843693421847,12891.0,11880.98,4895.0,True,False,True
2d9f6cb9,8627,1289,7338,85.05853715080562,13651.0,12523.69,7337.0,True,False,True
2ddad940,6812,1481,5331,78.25895478567234,12406.0,11701.37,5330.0,True,False,True
2e29e833,7254,1826,5428,74.82768127929418,13424.0,12150.02,5427.0,True,False,True
2e43c2ea,7349,1651,5698,77.53435841611103,12089.0,11181.61,5697.0,True,False,True
2e63d9de,6505,1806,4699,72.23674096848578,13576.0,12533.92,4698.0,True,False,True
2ee0235b,7256,1700,5556,76.57111356119074,12341.0,11187.39,5555.0,True,False,True
2f19d536,4744,1656,3088,65.09274873524453,13620.0,12279.03,3087.0,True,False,True
2f8e53c3,4133,1539,2594,62.76312605855311,13071.0,11952.89,2593.0,True,False,True
2fa01aa6,3860,1686,2174,56.32124352331607,13745.0,12716.09,2173.0,True,False,True
2fd68f7b,6381,1651,4730,74.1263124902053,11725.0,10810.63,4729.0,True,False,True
2fe023be,6060,1839,4221,69.65346534653465,12799.0,11444.45,4220.0,True,False,True
30d75030,5009,1605,3404,67.95767618287083,12183.0,10885.83,3403.0,True,False,True
310c71a5,6988,1743,5245,75.05724098454493,12258.0,11182.06,5244.0,True,False,True
32fe84c9,8163,1755,6408,78.50055126791621,13019.0,12127.51,6407.0,True,False,True
33c40295,5989,1820,4169,69.61095341459342,12700.0,11405.81,4168.0,True,False,True
3407f5bf,5309,1671,3638,68.52514597852702,12084.0,11008.05,3637.0,True,False,True
3417285d,7458,2009,5449,73.06248323947439,13270.0,12164.85,5448.0,True,False,True
347242c8,5437,1842,3595,66.12102262276991,12754.0,12035.04,3594.0,True,False,True
353e5502,7901,1839,6062,76.72446525756233,12271.0,11189.8,6061.0,True,False,True
357c12f9,5770,1691,4079,70.69324090121317,11828.0,10784.23,4078.0,True,False,True
3584a6eb,6150,1656,4494,73.07317073170732,13205.0,12223.77,4493.0,True,False,True
35b30c7f,11270,1691,9579,84.9955634427684,11784.0,11002.62,9578.0,True,False,True
35b3ef6a,5736,1832,3904,68.06136680613668,12013.0,10787.740000000002,3903.0,True,False,True
367456ce,7312,1743,5569,76.1624726477024,12044.0,10869.42,5568.0,True,False,True
368131f9,6568,1577,4991,75.989646772229,12988.0,11875.51,4990.0,True,False,True
368fe682,6416,1480,4936,76.93266832917706,12210.0,11280.87,4935.0,True,False,True
3690a146,5761,1688,4073,70.69953133136609,12014.0,11198.25,4072.0,True,False,True
37344c2a,6943,1746,5197,74.85236929281291,12059.0,11016.71,5196.0,True,False,True
373ef48b,4992,1483,3509,70.29246794871796,12280.0,11183.44,3508.0,True,False,True
374be387,11802,1837,9965,84.43484155227927,11917.0,10711.58,9964.0,True,False,True
37d36812,6017,1650,4367,72.57769652650823,13304.0,12209.81,4366.0,True,False,True
38991fd4,6545,1747,4798,73.30786860198624,12184.0,11221.48,4797.0,True,False,True
389ae58f,8201,1738,6463,78.80746250457261,12555.0,11707.31,6462.0,True,False,True
3932faa6,7388,1936,5452,73.79534380075799,13428.0,12030.31,5451.0,True,False,True
398dce4b,5005,1839,3166,63.256743256743256,11904.0,10820.2,3165.0,True,False,True
39b51819,6382,2151,4231,66.29583202757756,12502.0,10982.86,4230.0,True,False,True
3a0af893,4580,1653,2927,63.90829694323145,13621.0,12189.64,2926.0,True,False,True
3a223519,6581,1998,4583,69.63987235982374,13857.0,12819.1,4582.0,True,False,True
3a7dd95d,4320,1248,3072,71.11111111111111,12256.0,11895.75,3071.0,True,False,True
3a824aa7,5678,1477,4201,73.98731947868968,13372.0,12210.62,4200.0,True,False,True
3a86fe8d,6572,1454,5118,77.87583688374924,12430.0,11450.46,5117.0,True,False,True
3aaa2b30,6396,1685,4711,73.65540963101938,12104.0,10886.86,4710.0,True,False,True
3ac16ad0,7412,1763,5649,76.2142471667566,11915.0,10961.66,5648.0,True,False,True
3b21ea64,9103,1727,7376,81.02823245084039,13591.0,12425.91,7375.0,True,False,True
3bbe1f5d,8184,1266,6918,84.5307917888563,11744.0,11194.53,6917.0,True,False,True
3bfee975,5088,1485,3603,70.81367924528303,13077.0,12164.26,3602.0,True,False,True
3c3dbcbc,6911,1842,5069,73.3468383736073,13000.0,11859.75,5068.0,True,False,True
3d96d897,7147,1488,5659,79.18007555617741,12204.0,11202.03,5658.0,True,False,True
3df4b19e,6658,1670,4988,74.9173926103935,12520.0,11382.94,4987.0,True,False,True
3e011332,4842,2119,2723,56.237092110698065,12677.0,11428.740000000002,2722.0,True,False,True
3e678ea7,8737,1879,6858,78.4937621609248,13813.0,12528.21,6857.0,True,False,True
3ef6372a,6666,1939,4727,70.9120912091209,12292.0,11415.56,4726.0,True,False,True
3ef98781,5343,1451,3892,72.84297211304511,12726.0,11963.61,3891.0,True,False,True
3f603129,6599,1548,5051,76.54190028792242,11871.0,10974.28,5050.0,True,False,True
404c4384,2612,1701,911,34.87748851454824,11944.0,10810.45,910.0,True,False,True
4121c517,5471,1748,3723,68.04971668799122,12015.0,10947.09,3722.0,True,False,True
41fb0192,4381,1408,2973,67.86121889979457,13464.0,12593.8,2972.0,True,False,True
42669188,6080,1798,4282,70.42763157894737,12445.0,11623.16,4281.0,True,False,True
42c538a1,4762,1483,3279,68.85762284754306,12492.0,11283.46,3278.0,True,False,True
43b06c70,6590,1744,4846,73.53566009104703,13024.0,11903.54,4845.0,True,False,True
43c7f85a,7484,1506,5978,79.87707108498128,11935.0,10976.95,5977.0,True,False,True
43e16325,5845,2125,3720,63.64414029084687,12395.0,10952.1,3719.0,True,False,True
44441e54,5568,1211,4357,78.2507183908046,12881.0,11971.16,4356.0,True,False,True
445af6c2,7998,1957,6041,75.53138284571142,12254.0,11223.73,6040.0,True,False,True
4463446c,4729,1473,3256,68.85176570099387,11896.0,10510.78,3255.0,True,False,True
44a94013,6492,1589,4903,75.52372150338878,12054.0,10931.54,4902.0,True,False,True
45fb3e21,5626,1977,3649,64.85958051901885,12843.0,11468.84,3648.0,True,False,True
460f859e,4982,1646,3336,66.9610598153352,12106.0,11214.37,3335.0,True,False,True
4630ab92,5307,1934,3373,63.5575654795553,13285.0,12026.36,3372.0,True,False,True
463c38f2,6048,1588,4460,73.74338624338624,12363.0,11182.63,4459.0,True,False,True
4654e7de,7010,1637,5373,76.64764621968617,12369.0,11220.92,5372.0,True,False,True
466fc788,7767,1570,6197,79.78627526715592,12994.0,11993.9,6196.0,True,False,True
46a301e9,9962,1736,8226,82.57378036538847,11861.0,10973.64,8225.0,True,False,True
46a7190b,5646,1431,4215,74.65462274176407,13572.0,12490.41,4214.0,True,False,True
46d24a09,6123,1674,4449,72.66046055854973,13943.0,12738.91,4448.0,True,False,True
46d41ff6,9226,1325,7901,85.63841318014308,12990.0,12061.59,7900.0,True,False,True
46dfcfca,4921,1315,3606,73.27778906726276,13479.0,12482.81,3605.0,True,False,True
47222616,5835,1429,4406,75.50985432733505,13296.0,12201.84,4405.0,True,False,True
47ee27ab,8274,1877,6397,77.31447909112885,12244.0,11367.15,6396.0,True,False,True
481de5fc,7694,1742,5952,77.35898102417468,13308.0,12071.51,5951.0,True,False,True
48c1f673,4666,1749,2917,62.516073724817836,11770.0,10854.43,2916.0,True,False,True
4936af16,5559,1568,3991,71.7934880374168,11978.0,10868.75,3990.0,True,False,True
493b5b31,6884,2213,4671,67.85299244625219,13844.0,12688.25,4670.0,True,False,True
49dbc14c,5198,1326,3872,74.49018853405155,11832.0,11199.1,3871.0,True,False,True
4a035ec2,4522,1934,2588,57.2313135780628,13653.0,12610.1,2587.0,True,False,True
4a335117,6727,1712,5015,74.55031960755166,11908.0,11189.89,5014.0,True,False,True
4a8ecc0b,7374,1565,5809,78.77678329264985,12802.0,11866.88,5808.0,True,False,True
4b462989,4738,1632,3106,65.5550865344027,11984.0,10976.77,3105.0,True,False,True
4b831d20,9433,2121,7312,77.51510654086718,13773.0,12550.17,7311.0,True,False,True
4c2208f5,7248,1864,5384,74.28256070640177,13937.0,12672.98,5383.0,True,False,True
4c3168cf,5959,1625,4334,72.73032387984561,12802.0,11997.88,4333.0,True,False,True
4c3df468,6903,1511,5392,78.11096624655947,12044.0,10942.490000000002,5391.0,True,False,True
4caa7289,6854,1458,5396,78.7277502188503,12179.0,11191.1,5395.0,True,False,True
4cd1ac61,6709,2220,4489,66.91012073334328,13225.0,11859.88,4488.0,True,False,True
4cecf7b3,7676,1657,6019,78.41323606044816,13369.0,12052.16,6018.0,True,False,True
4ddde4c1,6417,1945,4472,69.68988623967586,12110.0,10958.48,4471.0,True,False,True
4e050c92,5236,1531,3705,70.76012223071046,13113.0,12048.33,3704.0,True,False,True
4ed93db6,6496,1839,4657,71.69027093596058,12549.0,11373.78,4656.0,True,False,True
4f3eb9e9,5911,1214,4697,79.46201996278126,12573.0,11349.63,4696.0,True,False,True
4f4ac5ce,6899,1737,5162,74.82243803449775,12309.0,11197.18,5161.0,True,False,True
4f4afcc6,7184,1539,5645,78.57739420935413,12204.0,11177.65,5644.0,True,False,True
4f69febf,7599,2139,5460,71.8515594157126,11967.0,10941.33,5459.0,True,False,True
4fbe9c06,7938,1651,6287,79.20131015369111,12090.0,11207.94,6286.0,True,False,True
504c8b08,8012,1645,6367,79.4682975536695,12113.0,11211.9,6366.0,True,False,True
511e1db0,5645,1824,3821,67.68821966341896,11965.0,11183.18,3820.0,True,False,True
512943b2,6681,1652,5029,75.27316270019459,12438.0,11360.12,5028.0,True,False,True
5138a660,4829,1270,3559,73.70055912197142,12953.0,12064.4,3558.0,True,False,True
516088b7,8300,1655,6645,80.06024096385542,12220.0,11463.26,6644.0,True,False,True
521a7819,7224,2024,5200,71.98228128460687,12399.0,11225.79,5199.0,True,False,True
5254b6db,5115,1841,3274,64.0078201368524,13318.0,12042.06,3273.0,True,False,True
529e88ca,5253,1836,3417,65.0485436893204,11840.0,11004.46,3416.0,True,False,True
52f1e77a,6053,1611,4442,73.38509829836445,13168.0,12024.5,4441.0,True,False,True
5305524b,6457,1559,4898,75.85566052346292,12086.0,10943.14,4897.0,True,False,True
53134831,7214,2088,5126,71.05627945661215,13277.0,12206.570000000002,5125.0,True,False,True
5397ceb1,6811,1556,5255,77.15460284833358,12726.0,11402.9,5254.0,True,False,True
53f23031,10200,1650,8550,83.82352941176471,12551.0,11389.73,8549.0,True,False,True
543198e8,8311,1808,6503,78.2456984719047,11888.0,10978.35,6502.0,True,False,True
54753541,5679,1653,4026,70.89276281035394,12122.0,10775.6,4025.0,True,False,True
54a7e3c2,7893,1738,6155,77.98048904092234,12218.0,11158.45,6154.0,True,False,True
5542c301,5433,1842,3591,66.09607951408061,11966.0,10979.91,3590.0,True,False,True
5567d551,8390,1501,6889,82.10965435041716,12539.0,11415.03,6888.0,True,False,True
55efee7f,6577,1776,4801,72.99680705488825,12208.0,11228.11,4800.0,True,False,True
5663b2b7,6907,1935,4972,71.98494281164037,13329.0,12055.54,4971.0,True,False,True
5693dde2,4846,1358,3488,71.97688815517952,13013.0,12249.48,3487.0,True,False,True
56b00794,7293,1228,6065,83.16193610311258,11916.0,10989.23,6064.0,True,False,True
57796579,7622,1732,5890,77.27630543164524,12160.0,11192.64,5889.0,True,False,True
577eec7c,6085,1546,4539,74.59326211996714,10943.0,10062.71,4538.0,True,False,True
57f05c51,6478,1707,4771,73.64927446742821,13462.0,12664.45,4770.0,True,False,True
58850d2c,6918,1923,4995,72.20294882914136,13796.0,12526.59,4994.0,True,False,True
58fa8486,6126,1651,4475,73.04929807378387,13224.0,12052.81,4474.0,True,False,True
591cc951,6669,2060,4609,69.11081121607438,12406.0,11212.45,4608.0,True,False,True
593876b6,6366,1524,4842,76.0603204524034,12533.0,11369.77,4841.0,True,False,True
59f8b2e8,5668,1921,3747,66.10797459421313,12753.0,11509.990000000002,3746.0,True,False,True
5a1a8fd8,6814,1554,5260,77.1940123275609,12785.0,12020.75,5259.0,True,False,True
5a5269a9,8053,1540,6513,80.87669191605613,12228.0,11404.87,6512.0,True,False,True
5a5d1982,5446,1552,3894,71.50201983106868,12095.0,11200.16,3893.0,True,False,True
5a63b5d1,8052,1835,6217,77.21063089915549,12505.0,11512.320000000002,6216.0,True,False,True
5aa03df7,6752,1881,4871,72.14158767772511,12289.0,11330.0,4870.0,True,False,True
5aa403d0,4702,1584,3118,66.31220757124628,11981.0,10960.64,3117.0,True,False,True
5aef5c6c,4853,1732,3121,64.31073562744693,12340.0,11323.1,3120.0,True,False,True
5b7b6324,8197,1633,6564,80.07807734537026,13656.0,12518.5,6563.0,True,False,True
5bd25f59,6120,1910,4210,68.79084967320262,11773.0,10803.98,4209.0,True,False,True
5beded95,4779,1722,3057,63.96735718769617,12325.0,11412.820000000002,3056.0,True,False,True
5cb483ac,5206,1354,3852,73.99154821359969,12924.0,11997.63,3851.0,True,False,True
5cdd8dbc,5751,1741,4010,69.72700399930447,12243.0,11189.87,4009.0,True,False,True
5d11dfb5,7643,1748,5895,77.12939945047756,13162.0,12220.12,5894.0,True,False,True
5d7198fd,4797,1429,3368,70.21054825932875,13689.0,12239.46,3367.0,True,False,True
5def1ce5,7997,1554,6443,80.56771289233463,12164.0,11183.3,6442.0,True,False,True
5eae34a8,6652,1748,4904,73.72218881539386,12047.0,10895.45,4903.0,True,False,True
5f4d2a52,7112,1887,5225,73.4673790776153,12392.0,10865.83,5224.0,True,False,True
5f6756c5,8064,2133,5931,73.54910714285714,13536.0,12202.3,5930.0,True,False,True
5f75f796,7324,1762,5562,75.94210813762972,13651.0,12769.39,5561.0,True,False,True
5fb1c15f,4857,1997,2860,58.8840848260243,12242.0,11012.240000000002,2859.0,True,False,True
5fffa282,6223,2022,4201,67.50763297444962,12577.0,11435.87,4200.0,True,False,True
60e37807,4641,1942,2699,58.15556992027581,12700.0,11424.490000000002,2698.0,True,False,True
61f27424,8341,2121,6220,74.57139431722814,13172.0,12146.12,6219.0,True,False,True
62569ae3,5242,1654,3588,68.44715757344525,13079.0,11952.04,3587.0,True,False,True
62a6f539,5253,1560,3693,70.3026841804683,12012.0,11200.51,3692.0,True,False,True
633774dc,7972,1739,6233,78.18615153035626,12123.0,11153.89,6232.0,True,False,True
63559d57,5810,1741,4069,70.03442340791737,12878.0,12133.94,4068.0,True,False,True
647f2a41,5836,1955,3881,66.50102810143935,13079.0,11897.17,3880.0,True,False,True
65156b96,5046,1825,3221,63.83273880301229,11876.0,11031.26,3220.0,True,False,True
653612bc,5946,1341,4605,77.44702320887991,13020.0,11959.97,4604.0,True,False,True
656a067b,4896,1845,3051,62.31617647058824,12207.0,11020.21,3050.0,True,False,True
65a5466a,6117,1434,4683,76.55713585090731,11836.0,10846.09,4682.0,True,False,True
660d9546,6140,1408,4732,77.06840390879479,13019.0,12012.35,4731.0,True,False,True
6767c111,8354,1571,6783,81.19463729949726,11827.0,11039.61,6782.0,True,False,True
67847288,9174,1745,7429,80.97885328101155,13623.0,12541.94,7428.0,True,False,True
67a8da4a,6645,1734,4911,73.90519187358916,13861.0,12662.68,4910.0,True,False,True
684a6fc1,11449,1631,9818,85.75421434186393,11953.0,10929.02,9817.0,True,False,True
698930d1,6498,1757,4741,72.96091104955372,12116.0,11032.97,4740.0,True,False,True
699ea575,5474,1354,4120,75.2648885641213,13098.0,11991.05,4119.0,True,False,True
69c1bdad,4645,1931,2714,58.42841765339074,12507.0,11414.38,2713.0,True,False,True
