Well_ID,Typewell_Rows,Horizontal_Rows,Known_Rows,Prediction_Rows,Prediction_Percentage,Prediction_Start_MD,Last_Known_MD,Last_Known_TVT,Final_TVT,Delta_TVT_LastKnown_to_Final,Abs_Delta_TVT,Prediction_Horizon_MD,TVT_Change_Per_MD,Clean_Prediction_Boundary,Unexpected_Internal_Gaps,TVT_Input_Matches_TVT,MD_Min,MD_Max,Median_MD_Step,MD_Is_Monotonic,X_Min,X_Max,Y_Min,Y_Max,Z_Min,Z_Max,Typewell_TVT_Min,Typewell_TVT_Max,Typewell_TVT_Range,Typewell_GR_Min,Typewell_GR_Max,Median_Typewell_TVT_Step,Typewell_TVT_Is_Monotonic,Horizontal_TVT_Min,Horizontal_TVT_Max,Horizontal_TVT_Range,Pred_Region_TVT_Min,Pred_Region_TVT_Max,Coverage_Lower_Margin,Coverage_Upper_Margin,Pred_Coverage_Lower_Margin,Pred_Coverage_Upper_Margin,Typewell_Covers_Horizontal_TVT,Typewell_Covers_Prediction_TVT,Coverage_Category,GR_Missing_Percentage,Prediction_GR_Missing_Percentage,Longest_GR_Missing_Run,Geology_Missing_Percentage,Formation_Missing_Percentage,Z_TVT_Correlation,GR_TVT_Correlation,Prefix_Slope_Last_10,Prefix_Slope_Last_50,Prefix_Slope_Last_100,Typewell_Duplicate_Rows,Horizontal_Duplicate_Rows
044af7d1,1503,6067,1548,4519,74.48491841107632,12988.0,12987.0,11850.28,11857.15,6.869999999998981,6.869999999998981,4518.0,0.001520584329349044,True,False,True,11440.0,17506.0,1.0,True,3009755.45,3010003.63,1105274.94,1111006.23,-9929.66,-9182.07,11300.9,12051.84,750.9400000000005,32.93,238.11,0.5,True,11313.18,11870.04,556.8600000000006,11846.820000000002,11870.04,12.280000000000655,181.79999999999927,545.9200000000019,181.79999999999927,True,True,complete,60.59007746827098,65.89953529541934,19,19.960079840319363,0.0,-0.9434894279575355,0.04560455849647761,0.0585454545453581,0.03770756302516821,0.04050939093909738,0,0
0498acab,1914,6432,1634,4798,74.59577114427861,12544.0,12543.0,11400.71,11394.11,-6.599999999998545,6.599999999998545,4797.0,-0.001375859912444975,True,False,True,10910.0,17341.0,1.0,True,2990506.76,2992765.47,1090272.49,1095706.71,-9535.32,-8611.0,10638.42,11594.55,956.1299999999992,27.21,224.46,0.5,True,10650.9,11416.25,765.3500000000004,11393.85,11416.25,12.479999999999563,178.29999999999927,755.4300000000003,178.29999999999927,True,True,complete,45.77114427860697,47.45727386411004,27,35.318704284221525,0.0,-0.9625149734504114,-0.32682967191809814,0.05345454545521526,0.05598559423768276,0.052431443144319204,0,0
052d64df,2170,4590,2145,2445,53.26797385620915,12540.0,12539.0,11440.240000000002,11449.85,9.609999999998763,9.609999999998763,2444.0,0.003932078559737628,True,False,True,10395.0,14984.0,1.0,True,2978492.02,2981035.84,1097598.24,1100711.09,-9068.01,-8172.25,10510.42,11594.55,1084.1299999999992,27.21,224.46,0.5,True,10522.89,11456.35,933.460000000001,11431.5,11456.35,12.469999999999345,138.1999999999989,921.0799999999999,138.1999999999989,True,True,complete,25.359477124183005,27.52556237218814,10,42.94930875576037,0.0,-0.9842278545622485,-0.3881547705481268,-0.0024242424235154224,-0.002905162064763656,-0.0019792379237891697,0,0
05948241,1900,5428,1549,3879,71.46278555637436,11771.0,11770.0,10837.56,10841.42,3.860000000000582,3.860000000000582,3878.0,0.000995358432181687,True,False,True,10222.0,15649.0,1.0,True,2955879.14,2959047.81,1087249.09,1090976.43,-8696.47,-7940.34,10014.47,10963.71,949.2399999999998,24.5,198.91,0.5,True,10026.56,10841.42,814.8600000000006,10826.41,10841.42,12.090000000000146,122.28999999999905,811.9400000000005,122.28999999999905,True,True,complete,54.77155490051584,59.86078886310905,17,40.94736842105263,0.0,-0.9301730123662808,-0.3999235886849467,-0.03375757575792383,-0.022934933973614118,-0.0075858385838599275,0,0
059c8f24,1634,7998,1740,6258,78.24456114028507,11571.0,11570.0,10300.070000000002,10326.13,26.05999999999767,26.05999999999767,6257.0,0.004164935272494434,True,False,True,9831.0,17828.0,1.0,True,2913069.21,2918081.05,1061262.71,1066811.04,-8599.38,-7543.459999999999,9544.45,10362.45,818.0,19.08,195.58,0.5,True,9556.52,10326.13,769.6099999999988,10294.81,10326.13,12.069999999999709,36.32000000000153,750.3599999999988,36.32000000000153,True,True,complete,40.77269317329332,43.528283796740176,28,29.069767441860467,0.0,-0.9019257109614868,-0.19477552844790452,0.03484848484889772,0.033811284513796225,0.031722172217222025,0,0
05a0ee4d,1843,6098,1750,4348,71.30206625122992,12720.0,12719.0,11927.5,11895.8,-31.700000000000728,31.700000000000728,4347.0,-0.0072923855532552855,True,False,True,10970.0,17067.0,1.0,True,2992517.01,2994585.45,1100501.81,1105683.34,-9482.16,-8728.84,11130.9,12051.84,920.9400000000005,32.93,238.11,0.5,True,11142.98,11929.08,786.1000000000004,11887.87,11929.08,12.079999999999927,122.76000000000022,756.9700000000012,122.76000000000022,True,True,complete,32.076090521482456,35.970561177552895,14,34.725990233315244,0.0,-0.8891836018839747,-0.347409599038878,0.03127272727274901,0.024620408163219774,0.020428742874297877,0,0
060ab2b8,1082,7818,1560,6258,80.04604758250193,11948.0,11947.0,10950.59,10965.76,15.170000000000073,15.170000000000073,6257.0,0.0024244845772734653,True,False,True,10388.0,18205.0,1.0,True,2896319.2,2901028.92,1025943.05,1031472.81,-9202.74,-8346.62,9997.22,11077.56,1080.3400000000001,23.92,192.06,1.0,True,10009.16,10970.71,961.5499999999993,10943.63,10970.71,11.94000000000051,106.85000000000036,946.4099999999999,106.85000000000036,True,True,complete,56.74085443847532,57.494407158836694,17,0.0,0.0,-0.9366789473553976,-0.34765725850982365,0.013272727272539744,0.011305162064818587,0.01651875187519646,0,0
06df5958,1234,5039,1530,3509,69.63683270490176,12302.0,12301.0,11338.8,11342.320000000002,3.5200000000022555,3.5200000000022555,3508.0,0.0010034207525662074,True,False,True,10772.0,15810.0,1.0,True,2903605.04,2906775.06,1023595.71,1027075.94,-9472.13,-8731.06,10755.95,11372.45,616.5,29.9,231.0,0.5,True,10768.09,11343.09,575.0,11332.240000000002,11343.09,12.139999999999418,29.360000000000582,576.2900000000009,29.360000000000582,True,True,complete,15.677713832109546,18.922770019948704,4,20.583468395461914,0.0,-0.9497702784631131,-0.23517633286347706,2.1738521444085497e-13,0.0025675870347814556,0.027739633963385246,0,0
071d7b45,1088,4720,1509,3211,68.02966101694915,11892.0,11891.0,10530.11,10543.27,13.159999999999854,13.159999999999854,3210.0,0.004099688473520204,True,False,True,10383.0,15102.0,1.0,True,2944000.39,2947003.8,1077503.74,1080957.59,-8561.95,-8188.559999999999,10125.070000000002,10668.02,542.9499999999989,24.39,141.2,0.5,True,10128.63,10553.96,425.3299999999999,10530.15,10553.96,3.5599999999976717,114.06000000000131,405.0799999999981,114.06000000000131,True,True,complete,15.550847457627118,15.384615384615385,6,0.0,0.0,-0.6494346191464738,0.1376167361537708,0.03775757575810621,0.036494597839153785,0.04367452745273881,0,0
0849b4e2,2288,7436,1899,5537,74.46207638515331,12981.0,12980.0,11944.08,11911.05,-33.030000000000655,33.030000000000655,5536.0,-0.005966401734104164,True,False,True,11082.0,18517.0,1.0,True,3021164.43,3021865.8,1112421.72,1119203.61,-9972.42,-8911.6,11038.45,12181.95,1143.5,34.4,157.26,0.5,True,11050.65,11951.15,900.5,11908.15,11951.15,12.199999999998909,230.8000000000011,869.6999999999989,230.8000000000011,True,True,complete,22.807961269499728,24.99548491963157,10,46.80944055944056,0.0,-0.96534809289282,-0.5642164290419487,-0.0073939393941406415,-0.008883553421315929,-0.010972397239735367,0,0
084d66f9,2060,5632,1747,3885,68.98082386363636,11972.0,11971.0,11007.070000000002,10983.47,-23.600000000002183,23.600000000002183,3884.0,-0.0060762100926885125,True,False,True,10225.0,15856.0,1.0,True,2929601.31,2932964.64,1052915.76,1056686.42,-9059.5,-8085.25,10115.96,11145.28,1029.3200000000015,23.41,153.88,0.5,True,10128.06,11028.1,900.0400000000009,10983.47,11028.1,12.100000000000364,117.18000000000029,867.5100000000002,117.18000000000029,True,True,complete,60.03196022727273,64.63320463320463,20,43.203883495145625,0.0,-0.9776481053543343,-0.5102597951362031,0.007030303030472418,0.0016187274910060207,-0.001077047704777364,0,0
08fecf00,4437,7405,1831,5574,75.27346387575962,12985.0,12984.0,12148.1,12140.66,-7.440000000000509,7.440000000000509,5573.0,-0.0013350080746457043,True,False,True,11154.0,18558.0,1.0,True,3021653.52,3022185.74,1112483.96,1119258.26,-10002.14,-8939.09,11217.12,12325.65,1108.5299999999988,26.38,179.08999999999995,0.25,True,11229.55,12155.05,925.5,12139.070000000002,12155.05,12.429999999998472,170.60000000000036,921.9500000000007,170.60000000000036,True,True,complete,24.307900067521945,28.238249013275922,10,48.636466080685146,0.0,-0.9708679038878211,-0.6803448851971481,-0.009999999999576887,-0.010206002401037044,-0.010514731473151141,0,0
09053135,1856,7715,1808,5907,76.5651328580687,12790.0,12789.0,11461.63,11472.69,11.06000000000131,11.06000000000131,5906.0,0.001872671859126534,True,False,True,10982.0,18696.0,1.0,True,2989779.85,2992322.2,1082598.81,1089333.48,-9726.56,-8737.92,10664.45,11591.95,927.5,25.9,145.91,0.5,True,10676.97,11486.67,809.7000000000007,11460.990000000002,11486.67,12.519999999998618,105.28000000000065,796.5400000000009,105.28000000000065,True,True,complete,37.17433570965652,42.18723548332487,24,37.5,0.0,-0.9489443383266474,-0.3901104079959723,-0.011454545454479747,-0.013084753901540994,-0.010052025202523698,0,0
09441b8d,2055,7395,1907,5488,74.21230561189994,12294.0,12293.0,11212.2,11205.33,-6.8700000000008,6.8700000000008,5487.0,-0.0012520503007109169,True,False,True,10387.0,17781.0,1.0,True,2903888.74,2908308.81,1038444.9,1043612.09,-9084.04,-8216.46,10339.45,11366.45,1027.0,22.82,168.04,0.5,True,10351.68,11219.51,867.8299999999999,11178.02,11212.75,12.229999999999563,146.9400000000005,838.5699999999997,153.70000000000073,True,True,complete,13.252197430696416,11.716472303206997,114,41.216545012165454,0.0,-0.9091184169870141,-0.1397268718194014,0.006545454545764696,0.007998559423741865,0.005576897689782874,0,0
0955cd6c,3602,7125,1930,5195,72.91228070175438,13374.0,13373.0,12184.63,12173.79,-10.839999999998327,10.839999999998327,5194.0,-0.002087023488640417,True,False,True,11444.0,18568.0,1.0,True,3026919.29,3026971.01,1115112.86,1121768.96,-10153.8,-9253.19,11425.84,12325.65,899.8099999999995,26.38,168.11,0.25,True,11438.21,12190.06,751.8500000000004,12169.98,12190.06,12.369999999998981,135.59000000000015,744.1399999999994,135.59000000000015,True,True,complete,58.07719298245614,64.54282964388835,22,36.729594669627986,0.0,-0.9575203125613985,0.00629682936520649,0.0005454545448782883,0.0007577430972200667,-0.0025811581158057314,0,0
09ec2ca9,1784,7824,1939,5885,75.21728016359918,12409.0,12408.0,11053.11,11042.63,-10.480000000001382,10.480000000001382,5884.0,-0.0017811012916385761,True,False,True,10470.0,18293.0,1.0,True,3004554.56,3004835.07,1122895.6,1130196.55,-9129.28,-8350.77,10230.95,11122.45,891.5,38.91,273.82,0.5,True,10243.31,11059.02,815.710000000001,11039.46,11059.02,12.359999999998763,63.43000000000029,808.5099999999984,63.43000000000029,True,True,complete,51.34202453987729,56.04078164825829,18,36.827354260089685,0.0,-0.9075669070989324,-0.3291875871551412,0.026000000000175785,0.025320048019236156,0.015966576657675546,0,0
0a57a29c,1395,7194,1373,5821,80.91465109813734,12085.0,12084.0,11195.4,11210.09,14.69000000000051,14.69000000000051,5820.0,0.0025240549828179568,True,False,True,10712.0,17905.0,1.0,True,2899359.54,2903864.38,1030782.87,1036013.26,-9163.22,-8669.51,10669.45,11366.45,697.0,22.82,168.04,0.5,True,10681.71,11210.09,528.380000000001,11187.76,11210.09,12.2599999999984,156.36000000000058,518.3099999999995,156.36000000000058,True,True,complete,49.61078676675007,52.99776670675141,18,13.405017921146953,0.0,-0.6286924477169282,0.1040766651731206,-0.005757575758108222,-0.014446578631453759,-0.015858085808586095,0,0
0bbf5e67,1609,6031,1733,4298,71.26513016083568,11953.0,11952.0,10947.13,10926.23,-20.899999999999636,20.899999999999636,4297.0,-0.004863858505934288,True,False,True,10220.0,16250.0,1.0,True,2897725.21,2901254.56,1032191.64,1036367.41,-9088.65,-8187.030000000001,10167.95,10971.95,804.0,31.8,198.4,0.5,True,10180.13,10972.06,791.9300000000003,10915.93,10947.06,12.179999999998472,-0.10999999999876309,747.9799999999996,24.890000000001237,False,True,complete,50.00829049908805,52.74546300604932,22,40.1491609695463,0.0,-0.9661093285750479,-0.3196283684545402,-0.06854545454504431,-0.068655462184885,-0.0687423942394254,0,0
0be01c24,2003,6385,1647,4738,74.2051683633516,12441.0,12440.0,11306.28,11312.86,6.579999999999927,6.579999999999927,4737.0,0.0013890648089507974,True,False,True,10794.0,17178.0,1.0,True,3006483.95,3007171.91,1110893.28,1116759.59,-9568.39,-8650.31,10536.92,11537.41,1000.4899999999998,28.58,224.14,0.5,True,10548.98,11322.65,773.6700000000001,11301.68,11322.65,12.05999999999949,214.76000000000022,764.7600000000002,214.76000000000022,True,True,complete,3.837118245888802,3.5035880118193328,2,39.69046430354468,0.0,-0.94946164010955,-0.6229435037420358,0.013454545454688232,0.011075150060022116,0.0006737473747350408,0,0
0c1b160c,1464,6714,1660,5054,75.2755436401549,12102.0,12101.0,11159.320000000002,11153.72,-5.600000000002183,5.600000000002183,5053.0,-0.0011082525232539448,True,False,True,10442.0,17155.0,1.0,True,2970655.7,2974809.23,1090177.05,1094893.7,-9040.79,-8236.55,10580.03,11311.5,731.4699999999993,33.05,256.22,0.5,True,10592.33,11180.9,588.5699999999997,11153.72,11180.9,12.299999999999272,130.60000000000036,573.6899999999987,130.60000000000036,True,True,complete,51.26601131963062,52.097348634744755,16,19.672131147540984,0.0,-0.9270351672748782,-0.059320191616878695,-0.0034545454541549617,-0.005382472989221768,-0.006899009900999346,0,0
0d99f8e4,1459,7522,1699,5823,77.41292209518745,12133.0,12132.0,11199.34,11188.66,-10.680000000000291,10.680000000000291,5822.0,-0.0018344211611130696,True,False,True,10434.0,17955.0,1.0,True,2893691.37,2898357.99,1031287.87,1036798.5,-9018.87,-8275.47,10637.45,11366.45,729.0,22.82,168.04,0.5,True,10649.92,11203.73,553.8099999999995,11180.96,11203.73,12.469999999999345,162.72000000000116,543.5099999999984,162.72000000000116,True,True,complete,50.58495081095453,53.99278722308088,12,17.20356408498972,0.0,-0.8869652612203605,0.016352647503198547,0.013454545454275883,0.007928451380584867,-0.000675487548776941,0,0
0dc5e64d,1573,6191,1312,4879,78.80794701986756,12104.0,12103.0,10861.64,10915.05,53.409999999999854,53.409999999999854,4878.0,0.010949159491594886,True,False,True,10792.0,16982.0,1.0,True,3011083.23,3015095.45,1119880.25,1124184.88,-9535.45,-8694.01,10336.45,11122.45,786.0,38.91,273.82,0.5,True,10348.58,10915.05,566.4699999999993,10849.09,10915.05,12.1299999999992,207.40000000000146,512.6399999999994,207.40000000000146,True,True,complete,1.1145210789856244,1.1477761836441895,2,28.35346471710108,0.0,-0.9001447394290848,-0.5650024202405554,0.008545454545524078,0.006710204081670127,-0.018922172217213463,0,0
0dc835f3,1194,5279,851,4428,83.87952263686304,11509.0,11508.0,10687.83,10668.34,-19.48999999999978,19.48999999999978,4427.0,-0.0044025299299751035,True,False,True,10658.0,15936.0,1.0,True,2993184.97,2994854.75,1121984.78,1126934.8,-8580.67,-8368.09,10424.81,11021.27,596.460000000001,30.96,183.96,0.5,True,10437.3,10694.58,257.28000000000065,10668.34,10694.58,12.489999999999782,326.6900000000005,243.53000000000065,326.6900000000005,True,True,complete,3.5991665088084863,3.342366757000903,4,2.763819095477387,0.0,-0.1533124709691333,-0.2786145541239412,0.021454545454547384,0.020979111644681626,0.021971017101712943,0,0
0dd99dc5,1992,9182,1840,7342,79.96079285558702,13715.0,13714.0,12581.48,12581.22,-0.2600000000002183,0.2600000000002183,7341.0,-3.541751804934182e-05,True,False,True,11875.0,21056.0,1.0,True,3004595.84,3008856.68,1074084.5,1081607.67,-10384.41,-9588.95,11753.45,12748.95,995.5,29.71,233.85,0.5,True,11765.77,12601.48,835.7099999999991,12572.14,12601.48,12.319999999999709,147.47000000000116,818.6899999999987,147.47000000000116,True,True,complete,47.08124591592246,47.6436938163988,119,45.682730923694784,0.0,-0.770973829468868,-0.3447775837095043,0.03327272727299612,0.030245858343288558,0.027678247824760457,0,0
0e5e560d,1833,4896,1643,3253,66.44199346405229,12208.0,12207.0,11012.59,11005.86,-6.729999999999563,6.729999999999563,3252.0,-0.0020694956949568154,True,False,True,10565.0,15460.0,1.0,True,3010092.88,3010144.97,1128343.29,1132722.58,-9169.82,-8401.38,10206.45,11122.45,916.0,38.91,273.82,0.5,True,10218.990000000002,11029.34,810.3499999999985,11004.41,11029.34,12.540000000000873,93.11000000000058,797.9599999999991,93.11000000000058,True,True,complete,24.65277777777778,28.46603135567169,16,38.51609383524277,0.0,-0.9599342481166175,-0.11385583142478022,0.04727272727298544,0.04043313325330994,0.028979717971799764,0,0
109d9d70,2992,5851,1636,4215,72.03896769782942,13642.0,13641.0,12228.18,12250.89,22.709999999999127,22.709999999999127,4214.0,0.0053891789273847,True,False,True,12006.0,17856.0,1.0,True,3018415.45,3022021.13,1104837.17,1108984.08,-10339.06,-9734.32,11578.33,12325.65,747.3199999999997,26.38,168.11,0.25,True,11590.81,12250.89,660.0799999999999,12216.48,12250.89,12.479999999999563,74.76000000000022,638.1499999999996,74.76000000000022,True,True,complete,37.17313279781234,41.32858837485172,18,23.830213903743317,0.0,-0.8072169763453372,-0.002492433142060554,-0.012424242424289689,-0.011142376950808244,-0.008632343234314619,0,0
10a1281a,1896,7353,1744,5609,76.28178974568203,12341.0,12340.0,11257.52,11262.34,4.819999999999709,4.819999999999709,5608.0,0.0008594864479314745,True,False,True,10597.0,17949.0,1.0,True,2899861.89,2904336.64,1026905.39,1032123.51,-9266.04,-8553.16,10418.95,11366.45,947.5,22.82,168.04,0.5,True,10431.22,11265.570000000002,834.3500000000022,11255.63,11265.570000000002,12.269999999998618,100.8799999999992,836.6799999999985,100.8799999999992,True,True,complete,4.7599619203046375,4.278837582456766,52,36.28691983122363,0.0,-0.8084029868130718,-0.2706388737573108,0.013757575757405147,0.015869387755045414,0.014636363636350425,0,0
10b89021,1006,7166,1752,5414,75.55121406642479,13176.0,13175.0,12141.92,12137.59,-4.329999999999927,4.329999999999927,5413.0,-0.0007999261038241137,True,False,True,11424.0,18589.0,1.0,True,2983557.41,2984522.56,1055772.0,1062243.77,-10055.35,-9234.76,11782.62,12285.1,502.47999999999956,26.77,120.06,0.5,True,11311.08,12161.18,850.1000000000004,12123.06,12141.92,-471.5400000000009,123.92000000000007,340.4399999999987,143.1800000000003,False,True,complete,50.60005581914597,57.33284078315478,48,1.0934393638170974,0.0,-0.925348797751362,-0.31790128532707357,-0.012303030303123545,-0.018833133253300566,-0.016900210020989886,0,0
10be2420,2012,5203,1932,3271,62.8675763982318,11918.0,11917.0,10823.21,10803.54,-19.669999999998254,19.669999999998254,3270.0,-0.006015290519877142,True,False,True,9986.0,15188.0,1.0,True,2951819.58,2954845.63,1083945.85,1087527.03,-8621.78,-7821.02,9958.47,10963.71,1005.2399999999998,24.5,198.91,0.5,True,9970.88,10824.63,853.75,10802.02,10823.88,12.409999999999854,139.07999999999993,843.5500000000011,139.82999999999993,True,True,complete,46.876801845089375,51.66615713848975,23,44.23459244532803,0.0,-0.9345797146515601,-0.34403418139861663,-0.012545454546033787,-0.013750780312146455,-0.014026882688272305,0,0
